Rpeaks,type,sampling_rate
47841,N,280
48116,N,275
48405,N,289
48709,N,304
49004,N,295
49293,N,289
49579,N,286
49858,N,279
50143,N,285
50419,N,276
50701,N,282
51013,N,312
51313,N,300
51597,N,284
51882,N,285
52161,N,279
52441,N,280
52724,N,283
53012,N,288
53318,N,306
53615,N,297
53893,N,278
54174,N,281
54451,N,277
54733,N,282
55019,N,286
55315,N,296
55618,N,303
55911,N,293
56192,N,281
56469,N,277
56743,N,274
57035,N,292
57329,N,294
57621,N,292
57922,N,301
58215,N,293
58491,N,276
58766,N,275
59044,N,278
59336,N,292
59638,N,302
59933,N,295
60224,N,291
60515,N,291
60791,N,276
61062,N,271
61349,N,287
61647,N,298
61947,N,300
62242,N,295
62531,N,289
62825,f,294
62969,+,144
63114,/,145
63399,/,285
63698,/,299
64010,/,312
64322,/,312
64620,/,298
64907,/,287
65204,/,297
65494,/,290
65781,/,287
66085,/,304
66396,/,311
66702,/,306
66990,/,288
67280,/,290
67578,/,298
67872,/,294
68172,/,300
68479,/,307
68788,/,309
69084,/,296
69367,/,283
69656,/,289
69954,/,298
70253,/,299
70557,/,304
70861,/,304
71164,/,303
71457,/,293
71743,/,286
72036,/,293
72343,/,307
72668,/,325
72950,/,282
73248,/,298
73544,/,296
73832,/,288
74118,/,286
74418,/,300
74730,/,312
75033,/,303
75333,/,300
75627,/,294
75920,/,293
76210,/,290
76500,/,290
76810,/,310
77120,/,310
77420,/,300
77714,/,294
78001,/,287
78294,/,293
78585,/,291
78884,/,299
79200,/,316
79508,/,308
79804,/,296
80094,/,290
80380,/,286
80678,/,298
80976,/,298
81278,/,302
81592,/,314
81895,/,303
82179,/,284
82466,/,287
82756,/,290
83061,/,305
83366,/,305
83669,/,303
83983,/,314
84278,/,295
84559,/,281
84848,/,289
85142,/,294
85452,/,310
85756,/,304
86055,/,299
86359,/,304
86650,/,291
86933,/,283
87227,/,294
87531,/,304
87846,/,315
88150,/,304
88443,/,293
88741,/,298
89029,/,288
89314,/,285
89612,/,298
89919,/,307
90233,/,314
90529,/,296
90815,/,286
91114,/,299
91406,/,292
91697,/,291
92004,/,307
92310,/,306
92619,/,309
92908,/,289
93190,/,282
93489,/,299
93782,/,293
94079,/,297
94386,/,307
94692,/,306
94992,/,300
95280,/,288
95566,/,286
95868,/,302
96171,/,303
96472,/,301
96775,/,303
97077,/,302
97368,/,291
97653,/,285
97941,/,288
98249,f,308
98559,f,310
98856,f,297
99155,/,299
99473,/,318
99743,/,270
100029,/,286
100328,/,299
100641,/,313
100945,/,304
101242,/,297
101533,/,291
101824,/,291
102113,/,289
102404,/,291
102712,/,308
103025,/,313
103327,/,302
103622,/,295
103910,/,288
104203,/,293
104496,/,293
104795,/,299
105106,/,311
105415,/,309
105709,/,294
105995,/,286
106281,f,286
106578,f,297
106880,f,302
107184,/,304
107497,/,313
107802,/,305
108088,/,286
108373,/,285
108663,/,290
108964,/,301
109268,/,304
109571,/,303
109881,/,310
110174,/,293
110457,/,283
110748,/,291
111042,/,294
111355,/,313
111662,/,307
111962,/,300
112265,/,303
112555,/,290
112838,/,283
113130,/,292
113430,/,300
113745,/,315
114050,/,305
114341,f,291
114639,f,298
114931,f,292
115235,f,304
115535,f,300
115841,f,306
116139,/,298
116437,/,298
116721,/,284
117018,/,297
117309,/,291
117600,/,291
117906,/,306
118214,/,308
118521,/,307
118811,/,290
119095,/,284
119416,/,321
119691,/,275
119992,/,301
120298,/,306
120603,/,305
120904,/,301
121189,/,285
121471,/,282
121773,/,302
122075,/,302
122380,/,305
122684,/,304
122983,/,299
123281,/,298
123586,/,305
123853,/,267
124163,/,310
124469,/,306
124767,/,298
125066,/,299
125357,/,291
125648,/,291
125935,/,287
126229,/,294
126546,/,317
126853,/,307
127150,/,297
127444,/,294
127735,/,291
128025,/,290
128317,/,292
128621,/,304
128935,/,314
129239,/,304
129528,/,289
129814,/,286
130106,/,292
130401,/,295
130701,/,300
131011,/,310
131325,/,314
131623,/,298
131907,/,284
132192,/,285
132487,/,295
132787,/,300
133089,/,302
133399,/,310
133706,/,307
133992,/,286
134276,/,284
134566,/,290
134868,/,302
135176,/,308
135479,/,303
135787,/,308
136084,/,297
136366,/,282
136653,/,287
136945,/,292
137254,/,309
137563,/,309
137886,/,323
138164,/,278
138456,/,292
138742,/,286
139033,/,291
139336,/,303
139653,/,317
139958,/,305
140251,/,293
140546,/,295
140857,/,311
141120,/,263
141417,/,297
141724,/,307
142036,/,312
142336,/,300
142623,/,287
142920,/,297
143211,/,291
143505,/,294
143812,/,307
144119,/,307
144428,/,309
144718,/,290
145001,/,283
145297,/,296
145592,/,295
145891,/,299
146201,/,310
146506,/,305
146831,/,325
147098,/,267
147380,/,282
147683,/,303
147987,/,304
148288,/,301
148594,/,306
148892,/,298
149186,/,294
149470,/,284
149755,/,285
150066,/,311
150375,/,309
150677,/,302
150978,/,301
151271,/,293
151564,/,293
151849,/,285
152142,/,293
152458,/,316
152765,/,307
153062,/,297
153353,/,291
153640,/,287
153934,/,294
154226,/,292
154528,/,302
154848,/,320
155153,/,305
155444,/,291
155730,/,286
156020,/,290
156317,/,297
156615,/,298
156921,/,306
157257,/,336
157532,/,275
157813,/,281
158099,/,286
158394,/,295
158696,/,302
159002,/,306
159310,/,308
159618,/,308
159905,/,287
160188,/,283
160476,/,288
160779,/,303
161084,/,305
161387,/,303
161694,/,307
161990,/,296
162276,/,286
162563,/,287
162857,/,294
163170,/,313
163478,/,308
163777,/,299
164078,/,301
164370,/,292
164653,/,283
164942,/,289
165242,/,300
165556,/,314
165861,/,305
166153,/,292
166453,/,300
166745,/,292
167031,/,286
167331,/,300
167638,/,307
167949,/,311
168247,/,298
168532,/,285
168827,/,295
169118,/,291
169408,/,290
169715,/,307
170021,/,306
170332,/,311
170625,/,293
170908,/,283
171207,/,299
171503,/,296
171802,/,299
172109,/,307
172413,/,304
172716,/,303
173001,/,285
173283,/,282
173585,/,302
173887,/,302
174188,/,301
174495,/,307
174795,/,300
175090,/,295
175377,/,287
175662,/,285
175971,/,309
176277,/,306
176577,/,300
176878,/,301
177170,/,292
177461,/,291
177748,/,287
178041,/,293
178358,/,317
178667,/,309
178966,/,299
179260,/,294
179550,/,290
179842,/,292
180133,/,291
180434,/,301
180751,/,317
181056,/,305
181343,/,287
181631,/,288
181923,/,292
182217,/,294
182516,/,299
182828,/,312
183143,/,315
183440,/,297
183724,/,284
184010,/,286
184304,/,294
184603,/,299
184905,/,302
185215,/,310
185542,/,327
185810,/,268
186095,/,285
186384,/,289
186687,/,303
186995,/,308
187299,/,304
187606,/,307
187904,/,298
188206,/,302
188472,/,266
188763,/,291
189073,/,310
189382,/,309
189681,/,299
189984,/,303
190277,/,293
190561,/,284
190852,/,291
191155,/,303
191468,/,313
191773,/,305
192065,/,292
192362,/,297
192650,/,288
192934,/,284
193232,/,298
193539,/,307
193853,/,314
194152,/,299
194440,/,288
194737,/,297
195028,/,291
195320,/,292
195626,/,306
195933,/,307
196243,/,310
196534,/,291
196813,/,279
197111,/,298
197407,/,296
197704,/,297
198012,/,308
198318,/,306
198622,/,304
198908,/,286
199191,/,283
199494,/,303
199795,/,301
200096,/,301
200400,/,304
200700,/,300
200992,/,292
201277,/,285
201565,/,288
201873,/,308
202180,/,307
202482,/,302
202783,/,301
203079,/,296
203369,/,290
203656,/,287
203952,/,296
204265,/,313
204570,/,305
204868,/,298
205159,/,291
205452,/,293
205744,/,292
206035,/,291
206342,/,307
206658,/,316
206981,/,323
207253,/,272
207541,/,288
207743,V,202
208044,/,301
208339,/,295
208667,/,328
208960,/,293
209260,/,300
209546,/,286
209834,/,288
210127,/,293
210427,/,300
210730,/,303
211039,/,309
211349,/,310
211643,/,294
211925,/,282
212211,/,286
212509,/,298
212812,/,303
213117,/,305
213424,/,307
213729,/,305
214017,/,288
214301,/,284
214591,/,290
214899,/,308
215208,/,309
215509,/,301
215814,/,305
216108,/,294
216391,/,283
216678,/,287
216974,/,296
217286,/,312
217594,/,308
217892,/,298
218191,/,299
218483,/,292
218767,/,284
219063,/,296
219368,/,305
219680,/,312
219985,/,305
220274,/,289
220566,/,292
220856,/,290
221145,/,289
221448,/,303
221756,/,308
222070,/,314
222367,/,297
222651,/,284
222948,/,297
223240,/,292
223535,/,295
223842,/,307
224148,/,306
224451,/,303
224739,/,288
225020,/,281
225321,/,301
225619,/,298
225922,/,303
226231,/,309
226534,/,303
226831,/,297
227115,/,284
227399,/,284
227705,/,306
228009,/,304
228311,/,302
228614,/,303
228909,/,295
229201,/,292
229487,/,286
229776,/,289
230091,/,315
230402,/,311
230698,/,296
230994,/,296
231287,/,293
231579,/,292
231865,/,286
232163,/,298
232481,/,318
232785,/,304
233078,/,293
233366,/,288
233658,/,292
233951,/,293
234246,/,295
234556,/,310
234870,/,314
235169,/,299
235457,/,288
235762,/,305
236034,/,272
236331,/,297
236633,/,302
236942,/,309
237252,/,310
237544,/,292
237830,/,286
238118,/,288
238418,/,300
238725,/,307
239027,/,302
239337,/,310
239639,/,302
239942,/,303
240206,/,264
240496,/,290
240800,/,304
241108,/,308
241411,/,303
241717,/,306
242011,/,294
242295,/,284
242587,/,292
242884,/,297
243197,/,313
243503,/,306
243801,/,298
244099,/,298
244387,/,288
244672,/,285
244968,/,296
245272,/,304
245588,/,316
245893,/,305
246182,/,289
246479,/,297
246770,/,291
247057,/,287
247361,/,304
247667,/,306
247979,/,312
248273,/,294
248555,/,282
248854,/,299
249146,/,292
249441,/,295
249752,/,311
250059,/,307
250364,/,305
250672,/,308
250934,/,262
251235,/,301
251533,/,298
251833,/,300
252139,/,306
252441,/,302
252738,/,297
253022,/,284
253307,/,285
253614,/,307
253920,/,306
254246,/,326
254527,/,281
254823,/,296
255117,/,294
255401,/,284
255691,/,290
256003,/,312
256309,/,306
256606,/,297
256901,/,295
257193,/,292
257486,/,293
257774,/,288
258075,/,301
258393,/,318
258696,/,303
258990,/,294
259279,/,289
259571,/,292
259862,/,291
260155,/,293
260463,/,308
260776,/,313
261077,/,301
261367,/,290
261653,/,286
261949,/,296
262247,/,298
262548,/,301
262858,/,310
263168,/,310
263459,/,291
263743,/,284
264030,/,287
264329,/,299
264629,/,300
264931,/,302
265244,/,313
265546,/,302
265832,/,286
266121,/,289
266411,/,290
266717,/,306
267023,/,306
267323,/,300
267631,/,308
267922,/,291
268205,/,283
268494,/,289
268790,/,296
269104,/,314
269411,/,307
269710,/,299
270012,/,302
270302,/,290
270586,/,284
270881,/,295
271186,/,305
271500,/,314
271802,/,302
272091,/,289
272388,/,297
272677,/,289
272962,/,285
273265,/,303
273575,/,310
273886,/,311
274183,/,297
274468,/,285
274766,/,298
275075,/,309
275349,/,274
275656,/,307
275963,/,307
276268,/,305
276555,/,287
276839,/,284
277139,/,300
277437,/,298
277762,/,325
278047,/,285
278355,/,308
278651,/,296
278935,/,284
279221,/,286
279526,/,305
279830,/,304
280129,/,299
280432,/,303
280731,/,299
281022,/,291
281326,/,304
281602,/,276
281915,/,313
282221,/,306
282521,/,300
282818,/,297
283111,/,293
283398,/,287
283685,/,287
283988,/,303
284300,/,312
284605,/,305
284902,/,297
285191,/,289
285486,/,295
285777,/,291
286071,/,294
286384,/,313
286695,/,311
286993,/,298
287283,/,290
287590,/,307
287864,/,274
288159,/,295
288457,/,298
288771,/,314
289079,/,308
289370,/,291
289659,/,289
289948,/,289
290246,/,298
290549,/,303
290849,/,300
291164,/,315
291462,/,298
291744,/,282
292033,/,289
292323,/,290
292628,/,305
292933,/,305
293235,/,302
293547,/,312
293839,/,292
294123,/,284
294413,/,290
294710,/,297
295022,/,312
295326,/,304
295623,/,297
295927,/,304
296215,/,288
296495,/,280
296808,/,313
297096,/,288
297410,/,314
297711,/,301
298006,/,295
298305,/,299
298592,/,287
298876,/,284
299177,/,301
299487,/,310
299794,/,307
300089,/,295
300378,/,289
300673,/,295
300962,/,289
301256,/,294
301565,/,309
301878,/,313
302180,/,302
302470,/,290
302759,/,289
303053,/,294
303348,/,295
303649,/,301
303955,/,306
304265,/,310
304559,/,294
304842,/,283
305137,/,295
305436,/,299
305737,/,301
306044,/,307
306347,/,303
306649,/,302
306936,/,287
307218,/,282
307517,/,299
307821,/,304
308123,/,302
308430,/,307
308727,/,297
309023,/,296
309312,/,289
309597,/,285
309907,/,310
310218,/,311
310519,/,301
310820,/,301
311109,/,289
311402,/,293
311690,/,288
311980,/,290
312297,/,317
312607,/,310
312904,/,297
313198,/,294
313488,/,290
313784,/,296
314075,/,291
314375,/,300
314694,/,319
314998,/,304
315288,/,290
315575,/,287
315862,/,287
316158,/,296
316457,/,299
316761,/,304
317079,/,318
317377,/,298
317661,/,284
317950,/,289
318241,/,291
318546,/,305
318851,/,305
319155,/,304
319465,/,310
319754,/,289
320034,/,280
320322,/,288
320622,/,300
320934,/,312
321240,/,306
321544,/,304
321844,/,300
322131,/,287
322411,/,280
322705,/,294
323015,/,310
323322,/,307
323623,/,301
323922,/,299
324214,/,292
324497,/,283
324787,/,290
325090,/,303
325407,/,317
325713,/,306
326006,/,293
326301,/,295
326591,/,290
326878,/,287
327177,/,299
327482,/,305
327796,/,314
328095,/,299
328378,/,283
328673,/,295
328969,/,296
329262,/,293
329570,/,308
329877,/,307
330187,/,310
330477,/,290
330757,/,280
331055,/,298
331352,/,297
331651,/,299
331957,/,306
332262,/,305
332563,/,301
332848,/,285
333133,/,285
333436,/,303
333740,/,304
334043,/,303
334347,/,304
334643,/,296
334938,/,295
335244,/,306
335510,/,266
335819,/,309
336126,/,307
336428,/,302
336728,/,300
337020,/,292
337317,/,297
337604,/,287
337899,/,295
338216,/,317
338521,/,305
338815,/,294
339107,/,292
339396,/,289
339686,/,290
339979,/,293
340283,/,304
340598,/,315
340902,/,304
341195,/,293
341503,/,308
341777,/,274
342070,/,293
342370,/,300
342680,/,310
342990,/,310
343286,/,296
343571,/,285
343856,/,285
344153,/,297
344454,/,301
344759,/,305
345070,/,311
345378,/,308
345665,/,287
345951,/,286
346238,/,287
346542,/,304
346847,/,305
347148,/,301
347459,/,311
347754,/,295
348056,/,302
348325,/,269
348619,/,294
348931,/,312
349238,/,307
349537,/,299
349843,/,306
350132,/,289
350414,/,282
350706,/,292
351009,/,303
351321,/,312
351625,/,304
351917,/,292
352214,/,297
352505,/,291
352792,/,287
353092,/,300
353402,/,310
353717,/,315
354044,/,327
354298,/,254
354596,/,298
354885,/,289
355176,/,291
355480,/,304
355787,/,307
356125,/,338
356384,/,259
356670,/,286
356968,/,298
357263,/,295
357562,/,299
357870,/,308
358175,/,305
358475,/,300
358760,/,285
359046,/,286
359345,/,299
359646,/,301
359948,/,302
360252,/,304
360556,/,304
360849,/,293
361135,/,286
361426,/,291
361734,/,308
362041,/,307
362340,/,299
362638,/,298
362935,/,297
363222,/,287
363507,/,285
363807,/,300
364119,/,312
364424,/,305
364724,/,300
365017,/,293
365312,/,295
365600,/,288
365889,/,289
366200,/,311
366509,/,309
366809,/,300
367104,/,295
367390,/,286
367683,/,293
367975,/,292
368272,/,297
368588,/,316
368898,/,310
369192,/,294
369483,/,291
369770,/,287
370067,/,297
370365,/,298
370667,/,302
370982,/,315
371285,/,303
371567,/,282
371886,/,319
372145,/,259
372447,/,302
372752,/,305
373055,/,303
373371,/,316
373664,/,293
373946,/,282
374234,/,288
374529,/,295
374839,/,310
375142,/,303
375442,/,300
375748,/,306
376037,/,289
376320,/,283
376613,/,293
376917,/,304
377233,/,316
377536,/,303
377829,/,293
378129,/,300
378417,/,288
378699,/,282
378998,/,299
379306,/,308
379618,/,312
379914,/,296
380203,/,289
380502,/,299
380793,/,291
381083,/,290
381411,/,328
381701,/,290
382006,/,305
382295,/,289
382583,/,288
382878,/,295
383170,/,292
383469,/,299
383774,/,305
384084,/,310
384383,/,299
384670,/,287
384960,/,290
385259,/,299
385558,/,299
385863,/,305
386165,/,302
386493,/,328
386761,/,268
387043,/,282
387338,/,295
387640,/,302
387943,/,303
388249,/,306
388550,/,301
388848,/,298
389136,/,288
389419,/,283
389724,/,305
390032,/,308
390333,/,301
390637,/,304
390930,/,293
391222,/,292
391508,/,286
391796,/,288
392109,/,313
392420,/,311
392722,/,302
393020,/,298
393309,/,289
393602,/,293
393891,/,289
394187,/,296
394505,/,318
394812,/,307
395104,/,292
395391,/,287
395678,/,287
395975,/,297
396270,/,295
396575,/,305
396895,/,320
397197,/,302
397481,/,284
397767,/,286
398057,/,290
398357,/,300
398659,/,302
398964,/,305
399277,/,313
399569,/,292
399851,/,282
400137,/,286
400435,/,298
400744,/,309
401053,/,309
401357,/,304
401660,/,303
401947,/,287
402228,/,281
402518,/,290
402825,/,307
403135,/,310
403436,/,301
403737,/,301
404032,/,295
404318,/,286
404605,/,287
404904,/,299
405217,/,313
405525,/,308
405822,/,297
406118,/,296
406408,/,290
406692,/,284
406988,/,296
407292,/,304
407605,/,313
407930,/,325
408199,/,269
408494,/,295
408785,/,291
409076,/,291
409382,/,306
409689,/,307
409999,/,310
410295,/,296
410577,/,282
410871,/,294
411166,/,295
411462,/,296
411770,/,308
412077,/,307
412383,/,306
412671,/,288
412954,/,283
413255,/,301
413555,/,300
413857,/,302
414164,/,307
414464,/,300
414789,/,325
415042,/,253
415327,/,285
415634,/,307
415940,/,306
416244,/,304
416569,/,325
416844,/,275
417137,/,293
417423,/,286
417713,/,290
418028,/,315
418334,/,306
418632,/,298
418926,/,294
419216,/,290
419509,/,293
419798,/,289
420098,/,300
420417,/,319
420721,/,304
421013,/,292
421302,/,289
421594,/,292
421885,/,291
422181,/,296
422490,/,309
422802,/,312
423099,/,297
423387,/,288
423673,/,286
423969,/,296
424267,/,298
424569,/,302
424882,/,313
425190,/,308
425480,/,290
425766,/,286
426052,/,286
426351,/,299
426656,/,305
426956,/,300
427267,/,311
427568,/,301
427852,/,284
428140,/,288
428433,/,293
428741,/,308
429048,/,307
429346,/,298
429655,/,309
429947,/,292
430229,/,282
430518,/,289
430817,/,299
431128,/,311
431432,/,304
431728,/,296
432051,/,323
432319,/,268
432605,/,286
432900,/,295
433207,/,307
433521,/,314
433822,/,301
434112,/,290
434428,/,316
434695,/,267
434983,/,288
435286,/,303
435595,/,309
435907,/,312
436202,/,295
436489,/,287
436787,/,298
437077,/,290
437370,/,293
437677,/,307
437984,/,307
438286,/,302
438573,/,287
438860,/,287
439157,/,297
439454,/,297
439756,/,302
440064,/,308
440372,/,308
440665,/,293
440951,/,286
441243,/,292
441543,/,300
441848,/,305
442151,/,303
442452,/,301
442752,/,300
443040,/,288
443355,/,315
443621,/,266
443932,/,311
444238,/,306
444541,/,303
444837,/,296
445133,/,296
445420,/,287
445706,/,286
446015,/,309
446325,/,310
446625,/,300
446923,/,298
447213,/,290
447505,/,292
447795,/,290
448089,/,294
448405,/,316
448716,/,311
449013,/,297
449304,/,291
449591,/,287
449905,/,314
450179,/,274
450479,/,300
450830,/,351
451101,/,271
451390,/,289
451677,/,287
451966,/,289
452268,/,302
452570,/,302
452873,/,303
453189,/,316
453485,/,296
453767,/,282
454052,/,285
454344,/,292
454648,/,304
454953,/,305
455256,/,303
455565,/,309
455873,/,308
456136,/,263
456427,/,291
456729,/,302
457039,/,310
457344,/,305
457646,/,302
457973,/,327
458227,/,254
458512,/,285
458806,/,294
459118,/,312
459427,/,309
459728,/,301
460026,/,298
460319,/,293
460605,/,286
460896,/,291
461199,/,303
461513,/,314
461816,/,303
462107,/,291
462403,/,296
462693,/,290
462980,/,287
463280,/,300
463588,/,308
463900,/,312
464199,/,299
464484,/,285
464781,/,297
465073,/,292
465365,/,292
465672,/,307
465978,/,306
466285,/,307
466575,/,290
466857,/,282
467155,/,298
467452,/,297
467753,/,301
468062,/,309
468367,/,305
468669,/,302
468955,/,286
469238,/,283
469541,/,303
469844,/,303
470143,/,299
470446,/,303
470745,/,299
471037,/,292
471323,/,286
471613,/,290
471923,/,310
472230,/,307
472532,/,302
472831,/,299
473124,/,293
473434,/,310
473701,/,267
474000,/,299
474313,/,313
474618,/,305
474916,/,298
475206,/,290
475498,/,292
475811,/,313
476084,/,273
476392,/,308
476709,/,317
477010,/,301
477299,/,289
477586,/,287
477879,/,293
478171,/,292
478470,/,299
478783,/,313
479093,/,310
479386,/,293
479674,/,288
479963,/,289
480261,/,298
480562,/,301
480865,/,303
481178,/,313
481479,/,301
481764,/,285
482051,/,287
482341,/,290
482644,/,303
482948,/,304
483250,/,302
483562,/,312
483856,/,294
484140,/,284
484430,/,290
484726,/,296
485039,/,313
485343,/,304
485640,/,297
485946,/,306
486233,/,287
486514,/,281
486805,/,291
487110,/,305
487421,/,311
487725,/,304
488020,/,295
488320,/,300
488607,/,287
488891,/,284
489189,/,298
489502,/,313
489809,/,307
490105,/,296
490395,/,290
490689,/,294
490977,/,288
491271,/,294
491576,/,305
491891,/,315
492196,/,305
492484,/,288
492774,/,290
493068,/,294
493360,/,292
493662,/,302
493968,/,306
494278,/,310
494572,/,294
494853,/,281
495148,/,295
495446,/,298
495746,/,300
496077,/,331
496360,/,283
496663,/,303
496949,/,286
497232,/,283
497530,/,298
497832,/,302
498135,/,303
498441,/,306
498740,/,299
499036,/,296
499322,/,286
499608,/,286
499917,/,309
500225,/,308
500529,/,304
500830,/,301
501121,/,291
501415,/,294
501700,/,285
501991,/,291
502306,/,315
502613,/,307
502909,/,296
503204,/,295
503494,/,290
503787,/,293
504078,/,291
504380,/,302
504697,/,317
504999,/,302
505325,/,326
505580,/,255
505870,/,290
506164,/,294
506461,/,297
506768,/,307
507081,/,313
507381,/,300
507668,/,287
507954,/,286
508163,V,209
508461,/,298
508761,/,300
509064,/,303
509378,/,314
509675,/,297
509956,/,281
510242,/,286
510537,/,295
510844,/,307
511148,/,304
511454,/,306
511782,/,328
512052,/,270
512335,/,283
512623,/,288
512927,/,304
513236,/,309
513537,/,301
513840,/,303
514136,/,296
514419,/,283
514706,/,287
515003,/,297
515314,/,311
515624,/,310
515925,/,301
516222,/,297
516514,/,292
516798,/,284
517093,/,295
517396,/,303
517709,/,313
518013,/,304
518302,/,289
518597,/,295
518887,/,290
519176,/,289
519479,/,303
519789,/,310
520100,/,311
520396,/,296
520680,/,284
520977,/,297
521267,/,290
521560,/,293
521868,/,308
522174,/,306
522480,/,306
522768,/,288
523051,/,283
523352,/,301
523650,/,298
523951,/,301
524257,/,306
524563,/,306
524860,/,297
525144,/,284
525430,/,286
525732,/,302
526037,/,305
526335,/,298
526638,/,303
526940,/,302
527230,/,290
527515,/,285
527811,/,296
528120,/,309
528456,/,336
528729,/,273
529024,/,295
529319,/,295
529605,/,286
529891,/,286
530195,/,304
530505,/,310
530808,/,303
531109,/,301
531399,/,290
531693,/,294
531985,/,292
532278,/,293
532591,/,313
532901,/,310
533198,/,297
533492,/,294
533778,/,286
534073,/,295
534366,/,293
534665,/,299
534982,/,317
535290,/,308
535579,/,289
535868,/,289
536158,/,290
536454,/,296
536774,/,320
537057,/,283
537372,/,315
537668,/,296
537952,/,284
538240,/,288
538531,/,291
538836,/,305
539141,/,305
539447,/,306
539758,/,311
540049,/,291
540332,/,283
540620,/,288
540919,/,299
541229,/,310
541532,/,303
541834,/,302
542135,/,301
542440,/,305
542704,/,264
542998,/,294
543308,/,310
543618,/,310
543920,/,302
544220,/,300
544544,/,324
544799,/,255
545086,/,287
545387,/,301
545701,/,314
546005,/,304
546299,/,294
546594,/,295
546885,/,291
547172,/,287
547472,/,300
547781,/,309
548095,/,314
548394,/,299
548679,/,285
548974,/,295
549264,/,290
549558,/,294
549863,/,305
550169,/,306
550480,/,311
550770,/,290
551052,/,282
551352,/,300
551649,/,297
551948,/,299
552255,/,307
552559,/,304
552859,/,300
553144,/,285
553428,/,284
553729,/,301
554030,/,301
554330,/,300
554635,/,305
554937,/,302
555231,/,294
555517,/,286
555808,/,291
556114,/,306
556421,/,307
556723,/,302
557021,/,298
557318,/,297
557606,/,288
557891,/,285
558190,/,299
558501,/,311
558807,/,306
559108,/,301
559401,/,293
559695,/,294
559985,/,290
560271,/,286
560583,/,312
560894,/,311
561193,/,299
561488,/,295
561776,/,288
562068,/,292
562358,/,290
562654,/,296
562972,/,318
563282,/,310
563576,/,294
563866,/,290
564059,V,193
564351,/,292
564647,/,296
564949,/,302
565261,/,312
565567,/,306
565857,/,290
566144,/,287
566431,/,287
566733,/,302
567037,f,304
567341,f,304
567655,/,314
567954,/,299
568236,/,282
568524,/,288
568814,/,290
569120,/,306
569426,/,306
569726,/,300
570036,/,310
570324,/,288
570607,f,283
570899,/,292
571199,/,300
571513,/,314
571817,/,304
572116,/,299
572416,/,300
572704,/,288
572987,/,283
573281,/,294
573588,/,307
573901,/,313
574201,f,300
574493,/,292
574790,/,297
575081,/,291
575368,/,287
575671,/,303
575984,/,313
576291,/,307
576583,/,292
576875,/,292
577169,/,294
577457,/,288
577753,/,296
578060,/,307
578371,/,311
578672,/,301
578958,/,286
579251,/,293
579547,/,296
579840,/,293
580146,/,306
580453,/,307
580759,/,306
581051,/,292
581334,/,283
581628,/,294
581927,/,299
582228,/,301
582535,/,307
582841,/,306
583144,/,303
583430,/,286
583713,/,283
584016,/,303
584321,/,305
584655,/,334
584926,/,271
585223,/,297
585516,/,293
585800,/,284
586086,/,286
586397,/,311
586705,/,308
587006,/,301
587306,/,300
587599,/,293
587891,/,292
588177,/,286
588474,/,297
588788,/,314
589093,/,305
589390,/,297
589680,/,290
589971,/,291
590262,/,291
590555,/,293
590863,/,308
591179,/,316
591481,/,302
