Rpeaks,type,sampling_rate
306677,N,555
306962,N,285
307380,N,418
307779,N,399
308180,N,401
308549,N,369
308930,N,381
309325,N,395
309713,N,388
310078,N,365
310445,N,367
310806,N,361
311164,N,358
311535,N,371
311685,~,150
311987,N,302
312423,N,436
312628,~,205
312838,N,210
312945,~,107
313238,N,293
313650,N,412
314055,N,405
314443,N,388
314817,N,374
315182,N,365
315605,N,423
315997,N,392
316385,N,388
316774,N,389
317138,N,364
317530,N,392
317931,N,401
318323,N,392
318688,N,365
319095,N,407
319467,N,372
319864,N,397
320262,N,398
320664,N,402
321043,N,379
321411,N,368
321790,N,379
322177,N,387
322578,N,401
322953,N,375
323326,N,373
323695,N,369
324077,N,382
324454,N,377
324874,N,420
325255,N,381
325603,N,348
326005,N,402
326392,N,387
326580,V,188
326699,x,119
327161,N,462
327543,N,382
327900,N,357
328267,N,367
328648,N,381
329035,N,387
329401,N,366
329755,N,354
330116,N,361
330489,N,373
331001,N,512
331464,N,463
331868,N,404
332264,N,396
332642,N,378
333040,N,398
333441,N,401
333831,N,390
334190,N,359
334212,~,22
334364,~,152
334573,N,209
334953,N,380
335334,N,381
335722,N,388
336094,N,372
336303,~,209
336431,N,128
336488,~,57
336780,N,292
337156,N,376
337630,N,474
338069,N,439
338488,N,419
338890,N,402
339290,N,400
339706,N,416
340099,N,393
340481,N,382
340850,N,369
341234,N,384
341610,N,376
342015,N,405
342382,N,367
342755,N,373
343112,N,357
343489,N,377
343871,N,382
344251,N,380
344641,N,390
345179,N,538
345623,N,444
346052,N,429
346447,N,395
346853,N,406
347216,N,363
347585,N,369
347976,N,391
348367,N,391
348752,N,385
349129,N,377
349491,N,362
349855,N,364
350240,N,385
350636,N,396
351009,N,373
351399,N,390
351764,N,365
352138,N,374
352531,N,393
352921,N,390
353295,N,374
353659,N,364
354039,N,380
354426,N,387
354821,N,395
355230,N,409
355604,N,374
355977,N,373
356363,N,386
356757,N,394
357152,N,395
357525,N,373
357899,N,374
358288,N,389
358684,N,396
359087,N,403
359501,N,414
359875,N,374
360260,N,385
360660,N,400
361050,N,390
361452,N,402
361854,N,402
362235,N,381
362628,N,393
363000,N,372
363407,N,407
363808,N,401
364183,N,375
364555,N,372
364931,N,376
365314,N,383
365698,N,384
366090,N,392
366353,~,263
366453,N,100
366810,N,357
367185,N,375
367562,N,377
367908,N,346
368299,N,391
368645,N,346
369003,N,358
369466,N,463
369906,N,440
370311,N,405
370665,N,354
371059,N,394
371429,N,370
371823,N,394
372227,N,404
372616,N,389
372977,N,361
373352,N,375
373517,~,165
373714,N,197
374101,N,387
374484,N,383
374852,N,368
375199,N,347
375554,N,355
375937,N,383
376355,N,418
376741,N,386
377108,N,367
377449,N,341
377789,N,340
378143,N,354
378494,N,351
378844,N,350
379185,N,341
379355,~,170
379526,N,171
379858,N,332
380203,N,345
380554,N,351
380896,N,342
381233,N,337
381562,N,329
381886,N,324
382209,N,323
382550,N,341
382911,N,361
383257,N,346
383599,N,342
383933,N,334
384275,N,342
384616,N,341
384968,N,352
385318,N,350
385646,N,328
385971,N,325
386291,N,320
386630,N,339
386965,N,335
387305,N,340
387644,N,339
387948,N,304
388268,N,320
388580,N,312
388908,N,328
389232,N,324
389553,N,321
389883,N,330
390201,N,318
390502,N,301
390845,N,343
391194,N,349
391554,N,360
391892,N,338
392230,N,338
392555,N,325
392847,F,292
393056,V,209
393120,x,64
393521,N,401
393850,N,329
394158,N,308
394440,N,282
394752,N,312
394948,~,196
395065,N,117
395368,N,303
395687,N,319
396004,N,317
396313,N,309
396618,N,305
396918,N,300
397234,N,316
397559,N,325
397913,N,354
398258,N,345
398590,N,332
398917,N,327
399231,N,314
399581,N,350
399741,|,160
399924,N,183
400246,N,322
400584,N,338
400933,N,349
401253,N,320
401605,N,352
401982,N,377
402349,N,367
402678,N,329
403021,N,343
403355,N,334
403700,N,345
404062,N,362
404432,N,370
404796,N,364
405111,N,315
405436,N,325
405608,|,172
405787,N,179
406105,N,318
406572,N,467
406941,N,369
407289,N,348
407629,N,340
408138,N,509
408548,N,410
408923,N,375
409297,N,374
409616,N,319
409942,N,326
410285,N,343
410690,N,405
411060,N,370
411504,N,444
411844,N,340
412190,N,346
412560,N,370
412957,N,397
413512,N,555
413957,N,445
414373,N,416
414758,N,385
415150,N,392
415535,N,385
415870,N,335
416228,N,358
416678,N,450
416802,~,124
417024,N,222
417409,N,385
417846,N,437
418198,N,352
418579,N,381
418964,N,385
419358,N,394
419761,N,403
420144,N,383
420515,N,371
420845,N,330
421252,N,407
421669,N,417
421766,~,97
422157,N,391
422524,N,367
422921,N,397
423315,N,394
423726,N,411
424115,N,389
424505,N,390
424861,N,356
425244,N,383
425627,N,383
426020,N,393
426448,N,428
427064,N,616
427428,N,364
427840,N,412
428240,N,400
428661,N,421
429039,N,378
429133,~,94
429396,N,263
429720,~,324
429767,N,47
430176,N,409
430563,N,387
430952,N,389
431494,N,542
431978,N,484
432421,N,443
432815,N,394
433193,N,378
433562,N,369
433922,N,360
434313,N,391
434700,N,387
435093,N,393
435657,j,564
436069,N,412
436469,N,400
436887,N,418
437295,N,408
437548,~,253
437665,N,117
438029,N,364
438399,N,370
438760,N,361
439133,N,373
439548,N,415
439987,N,439
440424,N,437
440857,N,433
441261,N,404
441645,N,384
442028,N,383
442396,N,368
442751,N,355
443135,N,384
443510,N,375
443873,N,363
444227,N,354
444599,N,372
444956,N,357
445358,N,402
445747,N,389
446121,N,374
446477,N,356
446837,N,360
447193,N,356
447588,N,395
448058,N,470
448401,N,343
448753,N,352
449123,N,370
449488,N,365
449861,N,373
450223,N,362
450567,N,344
450908,N,341
451250,N,342
451613,N,363
451970,N,357
452321,N,351
452444,~,123
452648,N,204
452977,N,329
453327,N,350
453665,N,338
454026,N,361
454362,N,336
454712,N,350
455049,N,337
455366,N,317
455716,N,350
456062,N,346
456422,N,360
456760,N,338
457078,N,318
457258,V,180
457752,N,494
458096,N,344
458454,N,358
458806,N,352
459137,N,331
459451,N,314
459785,N,334
460136,N,351
460497,N,361
460856,N,359
461216,N,360
461555,N,339
461899,N,344
462239,N,340
462602,N,363
462939,N,337
463287,N,348
463624,N,337
463931,N,307
464259,N,328
464607,N,348
464962,N,355
465310,N,348
465651,N,341
465994,N,343
466317,N,323
466653,N,336
467012,N,359
467346,N,334
467668,N,322
467985,N,317
468302,N,317
468617,N,315
468959,N,342
469316,N,357
469639,N,323
469978,N,339
470137,~,159
470321,N,184
470643,N,322
470982,N,339
471316,N,334
471655,N,339
471985,N,330
472305,N,320
472602,N,297
472919,N,317
473247,N,328
473577,N,330
473890,N,313
474218,N,328
474534,N,316
474844,N,310
475171,N,327
475510,N,339
475848,N,338
476163,N,315
476494,N,331
476813,N,319
477112,N,299
477446,N,334
477790,N,344
478143,N,353
478464,N,321
478794,N,330
479123,N,329
479446,N,323
479794,N,348
480157,N,363
480504,N,347
480835,N,331
481163,N,328
481505,N,342
481837,N,332
482191,N,354
482547,N,356
482885,N,338
483198,N,313
483523,N,325
483851,N,328
484196,N,345
484536,N,340
484857,N,321
485193,N,336
485517,N,324
485840,N,323
486183,N,343
486531,N,348
486869,N,338
487193,N,324
487526,N,333
487849,N,323
488180,N,331
488539,N,359
488880,N,341
489211,N,331
489576,N,365
489912,N,336
490263,N,351
490593,N,330
490797,V,204
490898,x,101
491338,N,440
491647,N,309
491967,N,320
492302,N,335
492626,N,324
492946,N,320
493292,N,346
493611,N,319
493901,N,290
494200,N,299
494523,N,323
494853,N,330
495198,N,345
495532,N,334
495869,N,337
496171,N,302
496478,N,307
496797,N,319
497137,N,340
497479,N,342
497813,N,334
498150,N,337
498470,N,320
498791,N,321
499119,N,328
499452,N,333
499785,N,333
500105,N,320
500414,N,309
500737,N,323
501064,N,327
501403,N,339
501751,N,348
502080,N,329
502418,N,338
502727,N,309
503077,N,350
503428,N,351
503764,N,336
504126,N,362
504476,N,350
504812,N,336
505135,N,323
505491,N,356
505835,N,344
506185,N,350
506546,N,361
506863,N,317
507200,N,337
507561,N,361
507933,N,372
508266,N,333
508626,N,360
508968,N,342
509292,N,324
509631,N,339
509803,V,172
510333,N,530
510679,N,346
510991,N,312
511324,N,333
511676,N,352
512001,N,325
512352,N,351
512727,N,375
513055,N,328
513396,N,341
513728,N,332
514108,N,380
514463,N,355
514835,N,372
515187,N,352
515523,N,336
515873,N,350
516218,N,345
516603,N,385
516974,N,371
517322,N,348
517664,N,342
518023,N,359
518366,N,343
518747,N,381
519098,N,351
519439,N,341
519775,N,336
520138,N,363
520456,N,318
520800,N,344
521184,N,384
521516,N,332
521877,N,361
522231,N,354
522562,N,331
522979,N,417
523357,N,378
523728,N,371
524098,N,370
524460,N,362
524803,N,343
525182,N,379
525529,N,347
525899,N,370
526230,N,331
526417,V,187
526532,x,115
526953,N,421
527326,N,373
527651,N,325
528026,N,375
528246,A,220
528756,N,510
528960,A,204
529389,N,429
529762,N,373
530114,N,352
530468,N,354
530823,N,355
531143,N,320
531533,N,390
531896,N,363
532241,N,345
532611,N,370
532972,N,361
533340,N,368
533697,N,357
534071,N,374
534441,N,370
534807,N,366
535166,N,359
535512,N,346
535879,N,367
536232,N,353
536601,N,369
536964,N,363
537294,N,330
537648,N,354
538021,N,373
538380,N,359
538765,N,385
539114,N,349
539457,N,343
539790,N,333
540147,N,357
540510,N,363
540890,N,380
541222,N,332
541571,N,349
541916,N,345
542276,N,360
542626,N,350
543000,N,374
543367,N,367
543711,N,344
544088,N,377
544465,N,377
544832,N,367
545213,N,381
545549,N,336
545915,N,366
546280,N,365
546682,N,402
547029,N,347
547409,N,380
547749,N,340
548115,N,366
548462,N,347
548885,N,423
549273,N,388
549655,N,382
550042,N,387
550402,N,360
550751,N,349
551170,N,419
551539,N,369
551902,N,363
552291,N,389
552634,N,343
553104,N,470
553575,N,471
553977,N,402
554330,N,353
554714,N,384
555088,N,374
555466,N,378
555864,N,398
556210,N,346
556575,N,365
557011,N,436
557470,N,459
557884,N,414
558302,N,418
558669,N,367
559052,N,383
559414,N,362
559847,N,433
560237,N,390
560625,N,388
560993,N,368
561362,N,369
561739,N,377
562157,N,418
562558,N,401
562950,N,392
563317,N,367
563706,N,389
564086,N,380
564468,N,382
564846,N,378
565212,N,366
565572,N,360
565952,N,380
566307,N,355
566674,N,367
567036,N,362
567385,N,349
567752,N,367
568109,N,357
568546,N,437
568978,N,432
569337,N,359
569722,N,385
570095,N,373
570447,N,352
570835,N,388
571175,N,340
571508,N,333
571906,N,398
572235,N,329
572662,N,427
573037,N,375
573369,N,332
573730,N,361
574067,N,337
574405,N,338
574779,N,374
575185,N,406
575525,N,340
575908,N,383
576278,N,370
576620,N,342
577020,N,400
577394,N,374
577783,N,389
578104,N,321
578473,N,369
578850,N,377
579194,N,344
579592,N,398
579935,N,343
580289,N,354
580619,N,330
580794,V,175
580872,x,78
581312,N,440
581645,N,333
581964,N,319
582337,N,373
582659,N,322
582995,N,336
583336,N,341
583741,N,405
584064,N,323
584408,N,344
584785,N,377
585105,N,320
585447,N,342
585838,N,391
586214,N,376
586538,N,324
586937,N,399
587285,N,348
587629,N,344
588029,N,400
588384,N,355
588750,N,366
589061,N,311
589419,N,358
589759,N,340
590143,N,384
590491,N,348
590834,N,343
591185,N,351
591506,N,321
591847,N,341
592235,N,388
592575,N,340
592937,N,362
593280,N,343
593635,N,355
593996,N,361
594339,N,343
594463,~,124
594727,N,264
595069,N,342
595416,N,347
595738,N,322
596080,N,342
596451,N,371
596808,N,357
597158,N,350
597492,N,334
597824,N,332
598188,N,364
598546,N,358
598898,N,352
599094,|,196
599288,N,194
599637,N,349
599997,N,360
600358,N,361
600745,N,387
601109,N,364
601485,N,376
601827,N,342
602172,N,345
602530,N,358
602910,N,380
603275,N,365
603629,N,354
603976,N,347
604307,N,331
604655,N,348
605019,N,364
605387,N,368
605745,N,358
606080,N,335
606422,N,342
606753,N,331
607101,N,348
607453,N,352
607799,N,346
608121,N,322
608439,N,318
608757,N,318
609074,N,317
609401,N,327
609738,N,337
610069,N,331
610380,N,311
610683,N,303
611005,N,322
611323,N,318
611647,N,324
611968,N,321
612283,N,315
612590,N,307
612888,N,298
613186,N,298
613500,N,314
613811,N,311
614116,N,305
614419,N,303
614720,N,301
615018,N,298
615317,N,299
615630,N,313
615960,N,330
616278,N,318
616601,N,323
616909,N,308
617224,N,315
617531,N,307
617841,N,310
618169,N,328
618482,N,313
618779,N,297
619062,N,283
619235,V,173
619299,x,64
619643,N,344
619930,N,287
620228,N,298
620536,N,308
620829,N,293
621112,N,283
621389,N,277
621668,N,279
621962,N,294
622255,N,293
622550,N,295
622863,N,313
623156,N,293
623439,N,283
623726,N,287
624015,N,289
624322,N,307
624633,N,311
624933,N,300
625241,N,308
625534,N,293
625814,N,280
626105,N,291
626397,N,292
626715,N,318
627019,N,304
627320,N,301
627624,N,304
627914,N,290
628196,N,282
628492,N,296
628795,N,303
629108,N,313
629414,N,306
629711,N,297
630011,N,300
630306,N,295
630605,N,299
630910,N,305
631218,N,308
631433,A,215
631840,N,407
632124,N,284
632428,N,304
632729,N,301
632876,~,147
633033,N,157
633343,N,310
633654,N,311
633966,N,312
634259,N,293
634546,N,287
634851,N,305
635157,N,306
635470,N,313
635783,N,313
636091,N,308
636397,N,306
636694,N,297
636996,N,302
637317,N,321
637637,N,320
637953,N,316
638272,N,319
638573,N,301
638884,N,311
639185,N,301
639501,N,316
639836,N,335
640165,N,329
640467,N,302
640770,N,303
641080,N,310
641406,N,326
641487,~,81
641744,N,257
642096,N,352
642449,N,353
642770,N,321
643089,N,319
643416,N,327
643743,N,327
644072,N,329
644411,N,339
644733,N,322
645034,N,301
645328,N,294
645618,N,290
645952,N,334
646271,N,319
646463,~,192
646593,N,130
646924,N,331
647241,N,317
647549,N,308
647864,N,315
648199,N,335
648531,N,332
648853,N,322
649170,N,317
649471,N,301
649769,N,298
23,+,23
88,N,65
442,N,354
789,N,347
1155,N,366
1493,N,338
1821,N,328
2157,N,336
2517,N,360
2889,N,372
3238,N,349
3593,N,355
3924,N,331
4105,V,181
4197,x,92
4602,N,405
4971,N,369
5350,N,379
5715,N,365
6115,N,400
6479,N,364
6886,N,407
7287,N,401
7687,N,400
8056,N,369
8432,N,376
8804,N,372
9196,N,392
9586,N,390
9924,~,338
9963,N,39
10325,N,362
10519,~,194
10696,N,177
10876,V,180
11000,x,124
11453,N,453
11819,N,366
12174,N,355
12509,N,335
12856,N,347
13236,N,380
13644,N,408
14073,N,429
14467,N,394
14847,N,380
15222,N,375
15620,N,398
16018,N,398
16403,N,385
16788,N,385
17161,N,373
17534,N,373
17932,N,398
18327,N,395
18685,N,358
19045,N,360
19416,N,371
19802,N,386
20193,N,391
20586,N,393
20942,N,356
21308,N,366
21676,N,368
22054,N,378
22427,N,373
22794,N,367
23189,N,395
23610,N,421
24037,N,427
24454,N,417
24850,N,396
25232,N,382
25617,N,385
25991,N,374
26386,N,395
26787,N,401
27181,N,394
27545,N,364
27926,N,381
28313,N,387
28717,N,404
29100,N,383
29455,N,355
29796,N,341
30150,N,354
30545,N,395
30976,N,431
31420,N,444
31855,N,435
32262,N,407
32698,N,436
33121,N,423
33513,N,392
33889,N,376
34259,N,370
34625,N,366
35018,N,393
35414,N,396
35764,N,350
36115,N,351
36473,N,358
36849,N,376
37297,N,448
37781,N,484
38198,N,417
38590,N,392
38991,N,401
39388,N,397
39780,N,392
40170,N,390
40538,N,368
40915,N,377
41308,N,393
41701,N,393
42092,N,391
42468,N,376
42839,N,371
43221,N,382
43618,N,397
44008,N,390
44391,N,383
44777,N,386
45147,N,370
45518,N,371
45906,N,388
46305,N,399
46506,~,201
46660,N,154
47006,N,346
47352,N,346
47727,N,375
48194,N,467
48638,N,444
49009,N,371
49153,~,144
49393,N,240
49480,~,87
49781,N,301
50177,N,396
50545,N,368
50914,N,369
51267,N,353
51623,N,356
52009,N,386
52396,N,387
52775,N,379
53149,N,374
53501,N,352
53865,N,364
54260,N,395
54662,N,402
55039,N,377
55411,N,372
55782,N,371
56173,N,391
56565,N,392
56968,N,403
57329,N,361
57712,N,383
58080,N,368
58484,N,404
58867,N,383
59289,N,422
59649,N,360
60002,N,353
60370,N,368
60787,N,417
61180,N,393
61581,N,401
61953,N,372
62322,N,369
