Rpeaks,type,sampling_rate
433671,N,266
433958,N,287
434246,N,288
434530,N,284
434808,N,278
435081,N,273
435359,N,278
435636,N,277
435911,N,275
436197,N,286
436484,N,287
436751,N,267
437003,N,252
437256,N,253
437512,N,256
437775,N,263
438038,N,263
438305,N,267
438589,N,284
438866,N,277
439133,N,267
439404,N,271
439683,N,279
439977,N,294
440272,N,295
440572,N,300
440893,N,321
441202,N,309
441506,N,304
441812,N,306
442135,N,323
442478,N,343
442812,N,334
443152,N,340
443478,N,326
443786,N,308
444100,N,314
444431,N,331
444773,N,342
445105,N,332
445449,N,344
445776,N,327
446085,N,309
446406,N,321
446743,N,337
447076,N,333
447405,N,329
447735,N,330
448047,N,312
448354,N,307
448671,N,317
449005,N,334
449335,N,330
449651,N,316
449969,N,318
450277,N,308
450577,N,300
450894,N,317
451212,N,318
451535,N,323
451845,N,310
452143,N,298
452451,N,308
452746,N,295
453036,N,290
453347,N,311
453672,N,325
453984,N,312
454277,N,293
454583,N,306
454890,N,307
455197,N,307
455516,N,319
455843,N,327
456173,N,330
456481,N,308
456798,N,317
457116,N,318
457443,N,327
457787,N,344
458118,N,331
458452,N,334
458769,N,317
459090,N,321
459418,N,328
459754,N,336
460097,N,343
460437,N,340
460763,N,326
461078,N,315
461402,N,324
461737,N,335
462063,N,326
462387,N,324
462712,N,325
463032,N,320
463341,N,309
463668,N,327
464003,N,335
464340,N,337
464671,N,331
464988,N,317
465296,N,308
465595,N,299
465913,N,318
466236,N,323
466554,N,318
466874,N,320
467180,N,306
467480,N,300
467767,N,287
468058,N,291
468219,~,161
468376,N,157
468695,N,319
468997,N,302
469298,N,301
469606,N,308
469910,N,304
470220,N,310
470561,N,341
470900,N,339
471221,N,321
471534,N,313
471844,N,310
472154,N,310
472462,N,308
472791,N,329
473113,N,322
473413,N,300
473715,N,302
474014,N,299
474316,N,302
474614,N,298
474920,N,306
475247,N,327
475560,N,313
475855,N,295
476160,N,305
476486,N,326
476788,N,302
477079,N,291
477378,N,299
477663,N,285
477931,N,268
478193,N,262
478385,~,192
478450,N,65
478718,N,268
478988,N,270
479258,N,270
479537,N,279
479826,N,289
480098,N,272
480367,N,269
480651,N,284
480948,N,297
481259,N,311
481577,N,318
481908,N,331
482236,N,328
482543,N,307
482862,N,319
483186,N,324
483516,N,330
483848,N,332
484183,N,335
484510,N,327
484820,N,310
485128,N,308
485440,N,312
485774,N,334
486095,N,321
486422,N,327
486747,N,325
487058,N,311
487382,N,324
487721,N,339
488070,N,349
488407,N,337
488741,N,334
489066,N,325
489377,N,311
489639,A,262
490041,N,402
490395,N,354
490727,N,332
491053,N,326
491375,N,322
491695,N,320
492019,N,324
492344,N,325
492677,N,333
492984,N,307
493285,N,301
493592,N,307
493895,N,303
494218,N,323
494541,N,323
494875,N,334
495194,N,319
495503,N,309
495817,N,314
496127,N,310
496456,N,329
496793,N,337
497122,N,329
497433,N,311
497740,N,307
498053,N,313
498361,N,308
498675,N,314
499001,N,326
499337,N,336
499645,N,308
499949,N,304
500275,N,326
500594,N,319
500915,N,321
501237,N,322
501567,N,330
501881,N,314
502186,N,305
502521,N,335
502863,N,342
503191,N,328
503524,N,333
503856,N,332
504174,N,318
504488,N,314
504819,N,331
505157,N,338
505487,N,330
505816,N,329
506138,N,322
506449,N,311
506765,N,316
507098,N,333
507429,N,331
507751,N,322
508068,N,317
508379,N,311
508679,N,300
508973,N,294
509293,N,320
509614,N,321
509930,N,316
510252,N,322
510564,N,312
510878,N,314
511194,N,316
511530,N,336
511871,N,341
512190,N,319
512504,N,314
512807,N,303
513112,N,305
513402,N,290
513695,N,293
514002,N,307
514308,N,306
514607,N,299
514908,N,301
515233,N,325
515562,N,329
515896,N,334
516261,N,365
516612,N,351
516934,N,322
517252,N,318
517586,N,334
517920,N,334
518252,N,332
518595,N,343
518918,N,323
519223,N,305
519534,N,311
519857,N,323
520183,N,326
520509,N,326
520850,N,341
521166,N,316
521469,N,303
521775,N,306
522099,N,324
522422,N,323
522729,N,307
523045,N,316
523341,N,296
523628,N,287
523922,N,294
524220,N,298
524546,N,326
524872,N,326
525198,N,326
525511,N,313
525806,N,295
526115,N,309
526437,N,322
526768,N,331
527099,N,331
527428,N,329
527750,N,322
528042,N,292
528344,N,302
528657,N,313
528994,N,337
529319,N,325
529644,N,325
529977,N,333
530293,N,316
530607,N,314
530937,N,330
531286,N,349
531619,N,333
531939,N,320
532270,N,331
532588,N,318
532911,N,323
533251,N,340
533600,N,349
533936,N,336
534253,N,317
534579,N,326
534892,N,313
535215,N,323
535546,N,331
535870,N,324
536176,N,306
536481,N,305
536801,N,320
537119,N,318
537454,N,335
537778,N,324
538101,N,323
538399,N,298
538679,N,280
538975,N,296
539263,N,288
539558,N,295
539872,N,314
540196,N,324
540516,N,320
540826,N,310
541143,N,317
541472,N,329
541804,N,332
542144,N,340
542481,N,337
542804,N,323
543114,N,310
543435,N,321
543756,N,321
544081,N,325
544413,N,332
544737,N,324
545050,N,313
545355,N,305
545670,N,315
546002,N,332
546331,N,329
546668,N,337
546989,N,321
547309,N,320
547621,N,312
547935,N,314
548269,N,334
548595,N,326
548917,N,322
549234,N,317
549553,N,319
549858,N,305
550172,N,314
550506,N,334
550836,N,330
551160,N,324
551469,N,309
551779,N,310
552084,N,305
552394,N,310
552729,N,335
553047,N,318
553358,N,311
553662,N,304
553965,N,303
554267,N,302
554576,N,309
554914,N,338
555239,N,325
555544,N,305
555848,N,304
556160,N,312
556476,N,316
556796,N,320
557140,N,344
557481,N,341
557813,N,332
558132,N,319
558460,N,328
558791,N,331
559116,N,325
559464,N,348
559797,N,333
560106,N,309
560403,N,297
560711,N,308
561033,N,322
561356,N,323
561682,N,326
562007,N,325
562313,N,306
562621,N,308
562927,N,306
563240,N,313
563558,N,318
563881,N,323
564201,N,320
564507,N,306
564818,N,311
565126,N,308
565454,N,328
565779,N,325
566114,N,335
566445,N,331
566751,N,306
567063,N,312
567385,N,322
567724,N,339
568051,N,327
568379,N,328
568707,N,328
569007,N,300
569307,N,300
569622,N,315
569950,N,328
570273,N,323
570587,N,314
570907,N,320
571214,N,307
571512,N,298
571815,N,303
572136,N,321
572457,N,321
572760,N,303
573064,N,304
573358,N,294
573653,N,295
573963,N,310
574285,N,322
574613,N,328
574928,N,315
575228,N,300
575535,N,307
575835,N,300
576150,N,315
576473,N,323
576799,N,326
577113,N,314
577420,N,307
577736,N,316
578052,N,316
578369,N,317
578709,N,340
579055,N,346
579374,N,319
579681,N,307
580008,N,327
580321,N,313
580629,N,308
580943,N,314
581264,N,321
581575,N,311
581868,N,293
582179,N,311
582496,N,317
582814,N,318
583140,N,326
583463,N,323
583779,N,316
584080,N,301
584389,N,309
584705,N,316
585030,N,325
585364,N,334
585697,N,333
586021,N,324
586334,N,313
586656,N,322
586984,N,328
587314,N,330
587646,N,332
587964,N,318
588280,N,316
588583,N,303
588897,N,314
589228,N,331
589548,N,320
589874,N,326
590196,N,322
590507,N,311
590808,N,301
591118,N,310
591455,N,337
591786,N,331
592114,N,328
592439,N,325
592762,N,323
593072,N,310
593396,N,324
593735,N,339
594069,N,334
594399,N,330
594717,N,318
594882,~,165
595029,N,147
595333,N,304
595645,N,312
595978,N,333
596298,N,320
596611,N,313
596918,N,307
597223,N,305
597530,N,307
597846,N,316
598184,N,338
598508,N,324
598818,N,310
599129,N,311
599445,N,316
599758,N,313
600080,N,322
600425,N,345
600755,N,330
601081,N,326
601392,N,311
601717,N,325
602053,N,336
602388,N,335
602740,N,352
603071,N,331
603383,N,312
603698,N,315
604022,N,324
604345,N,323
604665,N,320
605001,N,336
605321,N,320
605619,N,298
605927,N,308
606246,N,319
606574,N,328
606908,N,334
607245,N,337
607561,N,316
607866,N,305
608175,N,309
608502,N,327
608832,N,330
609150,N,318
609482,N,332
609788,N,306
610083,N,295
610381,N,298
610679,N,298
610999,N,320
611311,N,312
611625,N,314
611953,N,328
612261,N,308
612570,N,309
612894,N,324
613236,N,342
613564,N,328
613885,N,321
614208,N,323
614519,N,311
614836,N,317
615164,N,328
615506,N,342
615830,N,324
616145,N,315
616460,N,315
616765,N,305
617082,N,317
617416,N,334
617762,N,346
618099,N,337
618420,N,321
618746,N,326
619060,N,314
619385,N,325
