Rpeaks,type,sampling_rate
61963,N,283
62247,N,284
62547,N,300
62852,N,305
63154,N,302
63438,N,284
63711,N,273
63998,N,287
64288,N,290
64581,N,293
64876,N,295
65174,N,298
65464,N,290
65750,N,286
66030,N,280
66307,N,277
66604,N,297
66792,A,188
67130,N,338
67434,N,304
67728,N,294
68007,N,279
68302,N,295
68594,N,292
68886,N,292
69191,N,305
69503,N,312
69796,N,293
70073,N,277
70357,N,284
70643,N,286
70941,N,298
71240,N,299
71539,N,299
71845,N,306
72138,N,293
72417,N,279
72703,N,286
72998,N,295
73301,N,303
73611,N,310
73911,N,300
74196,N,285
74483,N,287
74767,N,284
74986,A,219
75332,N,346
75632,N,300
75934,N,302
76233,N,299
76515,N,282
76785,N,270
77074,N,289
77366,N,292
77663,N,297
77954,N,291
78251,N,297
78539,N,288
78824,N,285
79100,N,276
79386,N,286
79689,N,303
79991,N,302
80290,N,299
80583,N,293
80868,N,285
81152,N,284
81439,N,287
81730,N,291
82030,N,300
82335,N,305
82636,N,301
82927,N,291
83209,N,282
83492,N,283
83794,N,302
84103,N,309
84407,N,304
84709,N,302
85010,N,301
85303,N,293
85580,N,277
85870,N,290
86171,N,301
86478,N,307
86780,N,302
87079,N,299
87364,N,285
87652,N,288
87941,N,289
88232,N,291
88530,N,298
88834,N,304
89135,N,301
89421,N,286
89703,N,282
89988,N,285
90286,N,298
90590,N,304
90885,N,295
91190,N,305
91481,N,291
91761,N,280
92046,N,285
92338,N,292
92633,N,295
92944,N,311
93246,N,302
93534,N,288
93824,N,290
94102,N,278
94395,N,293
94693,N,298
94996,N,303
95298,N,302
95606,N,308
95893,N,287
96171,N,278
96450,N,279
96746,N,296
97050,N,304
97348,N,298
97644,N,296
97936,N,292
98228,N,292
98508,N,280
98789,N,281
99084,N,295
99382,N,298
99579,A,197
99930,N,351
100218,N,288
100496,N,278
100781,N,285
101071,N,290
101361,N,290
101653,N,292
101941,N,288
102234,N,293
102516,N,282
102793,N,277
103074,N,281
103371,N,297
103669,N,298
103964,N,295
104261,N,297
104545,N,284
104830,N,285
105118,N,288
105407,N,289
105707,N,300
106015,N,308
106314,N,299
106600,N,286
106882,N,282
107159,N,277
107453,N,294
107750,N,297
108045,N,295
108342,N,297
108643,N,301
108926,N,283
109199,N,273
109486,N,287
109772,N,286
110076,N,304
110374,N,298
110673,N,299
110963,N,290
111244,N,281
111524,N,280
111810,N,286
112108,N,298
112405,N,297
112710,N,305
113000,N,290
113281,N,281
113562,N,281
113850,N,288
114142,N,292
114428,N,286
114716,N,288
115000,N,284
115280,N,280
115547,N,267
115815,N,268
116084,N,269
116369,N,285
116654,N,285
116939,N,285
117213,N,274
117494,N,281
117766,N,272
118044,N,278
118323,N,279
118607,N,284
118911,N,304
119215,N,304
119509,N,294
119791,N,282
120077,N,286
120376,N,299
120676,N,300
120990,N,314
121300,N,310
121604,N,304
121889,N,285
122170,N,281
122460,N,290
122750,N,290
123050,N,300
123360,N,310
123664,N,304
123936,N,272
124221,N,285
124507,N,286
124775,N,268
125060,N,285
125355,N,295
125648,N,293
125926,N,278
126203,N,277
126476,N,273
126746,N,270
127025,N,279
127313,N,288
127603,N,290
127892,N,289
128085,A,193
128423,N,338
128698,N,275
128958,N,260
129230,N,272
129519,N,289
129798,N,279
130057,N,259
130318,N,261
130568,N,250
130818,N,250
131073,N,255
131326,N,253
131584,N,258
131851,N,267
132122,N,271
132381,N,259
132629,N,248
132883,N,254
133132,N,249
133390,N,258
133662,N,272
133933,N,271
134197,N,264
134463,N,266
134737,N,274
134990,N,253
135243,N,253
135504,N,261
135780,N,276
136061,N,281
136350,N,289
136630,N,280
136899,N,269
137170,N,271
137449,N,279
137729,N,280
138008,N,279
138304,N,296
138598,N,294
138888,N,290
139164,N,276
139440,N,276
139719,N,279
140009,N,290
140302,N,293
140599,N,297
140881,N,282
141152,N,271
141423,N,271
141684,N,261
141943,N,259
142207,N,264
142479,N,272
142747,N,268
143010,N,263
143265,N,255
143515,N,250
143766,N,251
144025,N,259
144286,N,261
144557,N,271
144832,N,275
145111,N,279
145381,N,270
145647,N,266
145902,N,255
146170,N,268
146445,N,275
146737,N,292
147013,N,276
147290,N,277
147565,N,275
147832,N,267
148099,N,267
148363,N,264
148637,N,274
148916,N,279
149204,N,288
149488,N,284
149768,N,280
150030,N,262
150303,N,273
150575,N,272
150849,N,274
151122,N,273
151407,N,285
151700,N,293
151974,N,274
152237,N,263
152510,N,273
152781,N,271
153067,N,286
153362,N,295
153644,N,282
153922,N,278
154193,N,271
154470,N,277
154741,N,271
155009,N,268
155291,N,282
155588,N,297
155865,N,277
156132,N,267
156395,N,263
156648,N,253
156906,N,258
157168,N,262
157430,N,262
157695,N,265
157960,N,265
158233,N,273
158489,N,256
158730,N,241
158974,N,244
159225,N,251
159479,N,254
159738,N,259
160001,N,263
160260,N,259
160507,N,247
160755,N,248
161005,N,250
161254,N,249
161499,N,245
161764,N,265
162035,N,271
162308,N,273
162573,N,265
162835,N,262
163093,N,258
163362,N,269
163629,N,267
163899,N,270
164182,N,283
164461,N,279
164731,N,270
164991,N,260
165246,N,255
165499,N,253
165756,N,257
166032,N,276
166301,N,269
166570,N,269
166841,N,271
167111,N,270
167371,N,260
167641,N,270
167912,N,271
168191,N,279
168484,N,293
168784,N,300
169074,N,290
169349,N,275
169629,N,280
169907,N,278
170201,N,294
170495,N,294
170719,A,224
171074,N,355
171371,N,297
171652,N,281
171921,N,269
172199,N,278
172481,N,282
172776,N,295
173067,N,291
173351,N,284
173629,N,278
173907,N,278
174176,N,269
174451,N,275
174737,N,286
175023,N,286
175323,N,300
175608,N,285
175877,N,269
176145,N,268
176427,N,282
176698,N,271
176975,N,277
177248,N,273
177523,N,275
177797,N,274
178059,N,262
178316,N,257
178578,N,262
178841,N,263
179117,N,276
179388,N,271
179662,N,274
179927,N,265
180182,N,255
180443,N,261
180705,N,262
180964,N,259
181236,N,272
181523,N,287
181811,N,288
182084,N,273
182353,N,269
182624,N,271
182896,N,272
183181,N,285
183475,N,294
183778,N,303
184071,N,293
184361,N,290
184649,N,288
184933,N,284
185213,N,280
185510,N,297
185828,N,318
186137,N,309
186428,N,291
186717,N,289
187005,N,288
187291,N,286
187577,N,286
187872,N,295
188179,N,307
188481,N,302
188763,N,282
189043,N,280
189330,N,287
189624,N,294
189929,N,305
190228,N,299
190529,N,301
190820,N,291
191112,N,292
191395,N,283
191674,N,279
191977,N,303
192281,N,304
192575,N,294
192862,N,287
193146,N,284
193423,N,277
193703,N,280
193994,N,291
194281,N,287
194574,N,293
194868,N,294
195156,N,288
195426,N,270
195701,N,275
195978,N,277
196268,N,290
196560,N,292
196847,N,287
197132,N,285
197414,N,282
197685,N,271
197950,N,265
198224,N,274
198504,N,280
198791,N,287
199075,N,284
199353,N,278
199619,N,266
199894,N,275
200161,N,267
200434,N,273
200714,N,280
200993,N,279
201271,N,278
201545,N,274
201806,N,261
202067,N,261
202339,N,272
202614,N,275
202896,N,282
203182,N,286
203468,N,286
203741,N,273
204021,N,280
204299,N,278
204574,N,275
204854,N,280
205158,N,304
205459,N,301
205737,N,278
206016,N,279
206288,N,272
206567,N,279
206844,N,277
207130,N,286
207421,N,291
207724,N,303
208004,N,280
208277,N,273
208548,N,271
208822,N,274
209100,N,278
209392,N,292
209683,N,291
209973,N,290
210256,N,283
210534,N,278
210809,N,275
211085,N,276
211364,N,279
211654,N,290
211951,N,297
212228,N,277
212502,N,274
212777,N,275
213058,N,281
213326,N,268
213606,N,280
213894,N,288
214181,N,287
214465,N,284
214738,N,273
215005,N,267
215280,N,275
215563,N,283
215850,N,287
216141,N,291
216431,N,290
216710,N,279
216990,N,280
217268,N,278
217547,N,279
217824,N,277
218122,N,298
218416,N,294
218703,N,287
218972,N,269
219246,N,274
219529,N,283
219813,N,284
220098,N,285
220391,N,293
220691,N,300
220977,N,286
221252,N,275
221527,N,275
221804,N,277
222081,N,277
222375,N,294
222666,N,291
222951,N,285
223227,N,276
223507,N,280
223783,N,276
224047,N,264
224328,N,281
224621,N,293
224915,N,294
225195,N,280
225472,N,277
225743,N,271
226024,N,281
226296,N,272
226573,N,277
226863,N,290
227144,N,281
227427,N,283
227702,N,275
227975,N,273
228238,N,263
228516,N,278
228808,N,292
229094,N,286
229376,N,282
229660,N,284
229936,N,276
230214,N,278
230485,N,271
230761,N,276
231058,N,297
231357,N,299
231638,N,281
231913,N,275
232190,N,277
232459,N,269
232732,N,273
233016,N,284
233301,N,285
233588,N,287
233875,N,287
234151,N,276
234415,N,264
234684,N,269
234959,N,275
235249,N,290
235547,N,298
235828,N,281
236108,N,280
236390,N,282
236664,N,274
236927,N,263
237205,N,278
237495,N,290
237783,N,288
238070,N,287
238343,N,273
238610,N,267
238884,N,274
239157,N,273
239433,N,276
239717,N,284
239996,N,279
240266,N,270
240541,N,275
240809,N,268
241065,N,256
241318,N,253
241588,N,270
241855,N,267
242114,N,259
242373,N,259
242632,N,259
242879,N,247
243132,N,253
243388,N,256
243643,N,255
243908,N,265
244191,N,283
244461,N,270
244729,N,268
244984,N,255
245246,N,262
245515,N,269
245791,N,276
246065,N,274
246352,N,287
246647,N,295
246935,N,288
247201,N,266
247469,N,268
247742,N,273
248017,N,275
248300,N,283
248586,N,286
248878,N,292
249158,N,280
249433,N,275
249706,N,273
249988,N,282
250273,N,285
250558,N,285
250858,N,300
251160,N,302
251441,N,281
251710,N,269
251994,N,284
252285,N,291
252584,N,299
252868,N,284
253159,N,291
253456,N,297
253741,N,285
254010,N,269
254282,N,272
254585,N,303
254891,N,306
255170,N,279
255453,N,283
255738,N,285
256027,N,289
256295,N,268
256572,N,277
256860,N,288
257157,N,297
257439,N,282
257710,N,271
257966,N,256
258226,N,260
258478,N,252
258737,N,259
259005,N,268
259280,N,275
259541,N,261
259811,N,270
260076,N,265
260334,N,258
260585,N,251
260852,N,267
261132,N,280
261417,N,285
261690,N,273
261968,N,278
262241,N,273
262516,N,275
262789,N,273
263062,N,273
263350,N,288
263641,N,291
263931,N,290
264217,N,286
264499,N,282
264772,N,273
265062,N,290
265354,N,292
265651,N,297
265947,N,296
266238,N,291
266528,N,290
266815,N,287
267099,N,284
267375,N,276
267679,N,304
267978,N,299
268260,N,282
268544,N,284
268823,N,279
269102,N,279
269384,N,282
269669,N,285
269960,N,291
270257,N,297
270550,N,293
270821,N,271
271094,N,273
271370,N,276
271656,N,286
271952,N,296
272244,N,292
272533,N,289
272839,N,306
273123,N,284
273394,N,271
273675,N,281
273967,N,292
274264,N,297
274560,N,296
274852,N,292
275131,N,279
275403,N,272
275671,N,268
275949,N,278
276235,N,286
276516,N,281
276804,N,288
277102,N,298
277388,N,286
277649,N,261
277923,N,274
278211,N,288
278518,N,307
278814,N,296
279098,N,284
279382,N,284
279576,A,194
279918,N,342
280209,N,291
280511,N,302
280814,N,303
281110,N,296
281402,N,292
281682,N,280
281955,N,273
282232,N,277
282513,N,281
282801,N,288
283096,N,295
283389,N,293
283672,N,283
283944,N,272
284216,N,272
284491,N,275
284778,N,287
285073,N,295
285363,N,290
285653,N,290
285936,N,283
286210,N,274
286486,N,276
286763,N,277
287051,N,288
287353,N,302
287655,N,302
287944,N,289
288225,N,281
288506,N,281
288792,N,286
289076,N,284
289373,N,297
289667,N,294
289971,N,304
290257,N,286
290538,N,281
290813,N,275
291109,N,296
291407,N,298
291696,N,289
291990,N,294
292281,N,291
292566,N,285
292844,N,278
293123,N,279
293411,N,288
293712,N,301
294011,N,299
294296,N,285
294581,N,285
294857,N,276
295142,N,285
295421,N,279
295717,N,296
296013,N,296
296319,N,306
296611,N,292
296889,N,278
297169,N,280
297450,N,281
297738,N,288
298032,N,294
298334,N,302
298627,N,293
298920,N,293
299206,N,286
299483,N,277
299756,N,273
300051,N,295
300360,N,309
300662,N,302
300940,N,278
301210,N,270
301494,N,284
301781,N,287
302063,N,282
302347,N,284
302644,N,297
302947,N,303
303240,N,293
303503,N,263
303773,N,270
304065,N,292
304361,N,296
304639,N,278
304923,N,284
305211,N,288
305497,N,286
305709,A,212
306035,N,326
306337,N,302
306641,N,304
306943,N,302
307234,N,291
307514,N,280
307745,A,231
308062,N,317
308349,N,287
308625,N,276
308912,N,287
309216,N,304
309515,N,299
309780,N,265
310052,N,272
310332,N,280
310626,N,294
310914,N,288
311199,N,285
311488,N,289
311783,N,295
312062,N,279
312327,N,265
312605,N,278
312825,A,220
313193,N,368
313508,N,315
313808,N,300
314090,N,282
314373,N,283
314664,N,291
314952,N,288
315245,N,293
315541,N,296
315843,N,302
316136,N,293
316415,N,279
316693,N,278
316980,N,287
317266,N,286
317560,N,294
317785,A,225
318145,N,360
318438,N,293
318729,N,291
319011,N,282
319223,A,212
319586,N,363
319904,N,318
320205,N,301
320493,N,288
320786,N,293
321072,N,286
321371,N,299
321663,N,292
321968,N,305
322275,N,307
322573,N,298
322856,N,283
323138,N,282
323425,N,287
323730,N,305
324044,N,314
324340,N,296
324641,N,301
324929,N,288
325215,N,286
325495,N,280
325782,N,287
326088,N,306
326395,N,307
326698,N,303
326986,N,288
327276,N,290
327566,N,290
327858,N,292
328149,N,291
328452,N,303
328753,N,301
329056,N,303
329339,N,283
329619,N,280
329912,N,293
330216,N,304
330524,N,308
330819,N,295
331124,N,305
331411,N,287
331704,N,293
331989,N,285
332279,N,290
332588,N,309
332897,N,309
333199,N,302
333479,N,280
333768,N,289
334056,N,288
334348,N,292
334643,N,295
334943,N,300
335248,N,305
335543,N,295
335823,N,280
336100,N,277
336385,N,285
336679,N,294
336979,N,300
337281,N,302
337571,N,290
337862,N,291
338145,N,283
338432,N,287
338720,N,288
339025,N,305
339327,N,302
339634,N,307
339926,N,292
340205,N,279
340492,N,287
340780,N,288
341075,N,295
341379,N,304
341684,N,305
341974,N,290
342266,N,292
342547,N,281
342822,N,275
343115,N,293
343409,N,294
343705,N,296
343995,N,290
344279,N,284
344556,N,277
344843,N,287
345129,N,286
345415,N,286
345722,N,307
346017,N,295
346308,N,291
346596,N,288
346804,A,208
347147,N,343
347454,N,307
347759,N,305
348063,N,304
348367,N,304
348658,N,291
348934,N,276
349221,N,287
349502,N,281
349804,N,302
350112,N,308
350410,N,298
350692,N,282
350980,N,288
351265,N,285
351481,A,216
351821,N,340
352115,N,294
352416,N,301
352711,N,295
352986,N,275
353257,N,271
353547,N,290
353832,N,285
354128,N,296
354426,N,298
354717,N,291
355015,N,298
355302,N,287
355579,N,277
355858,N,279
356165,N,307
356463,N,298
356758,N,295
357045,N,287
357327,N,282
357610,N,283
357900,N,290
358186,N,286
358482,N,296
358788,N,306
359086,N,298
359365,N,279
359634,N,269
359903,N,269
360182,N,279
360471,N,289
360763,N,292
361051,N,288
361343,N,292
361625,N,282
361894,N,269
362162,N,268
362451,N,289
362732,N,281
363026,N,294
363318,N,292
363606,N,288
363878,N,272
364158,N,280
364446,N,288
364730,N,284
365022,N,292
365330,N,308
365640,N,310
365914,N,274
366191,N,277
366482,N,291
366778,N,296
367063,N,285
367363,N,300
367674,N,311
367960,N,286
368247,N,287
368531,N,284
368824,N,293
369109,N,285
369410,N,301
369714,N,304
370010,N,296
370279,N,269
370557,N,278
370842,N,285
371131,N,289
371406,N,275
371703,N,297
372007,N,304
372299,N,292
372557,N,258
372834,N,277
373123,N,289
373428,N,305
373712,N,284
374000,N,288
374303,N,303
374595,N,292
374855,N,260
375124,N,269
375412,N,288
375715,N,303
375998,N,283
376287,N,289
376576,N,289
376861,N,285
377081,A,220
377404,N,323
377700,N,296
378005,N,305
378308,N,303
378608,N,300
378886,N,278
379159,N,273
379439,N,280
379731,N,292
380023,N,292
380312,N,289
380610,N,298
380898,N,288
381173,N,275
381452,N,279
381724,N,272
382014,N,290
382308,N,294
382607,N,299
382895,N,288
383183,N,288
383457,N,274
383743,N,286
384027,N,284
384317,N,290
384614,N,297
384915,N,301
385205,N,290
385487,N,282
385768,N,281
386050,N,282
386349,N,299
386649,N,300
386941,N,292
387241,N,300
387533,N,292
387811,N,278
388084,N,273
388373,N,289
388671,N,298
388979,N,308
389277,N,298
389563,N,286
389860,N,297
390149,N,289
390434,N,285
390730,N,296
391039,N,309
391344,N,305
391641,N,297
391924,N,283
392204,N,280
392493,N,289
392780,N,287
393077,N,297
393377,N,300
393674,N,297
393957,N,283
394243,N,286
394519,N,276
394801,N,282
395096,N,295
395401,N,305
395697,N,296
395989,N,292
396268,N,279
396553,N,285
396845,N,292
397133,N,288
397335,A,202
397704,N,369
398007,N,303
398294,N,287
398569,N,275
398853,N,284
399139,N,286
399436,N,297
399730,N,294
400023,N,293
400321,N,298
400599,N,278
400877,N,278
401163,N,286
401453,N,290
401757,N,304
402061,N,304
402361,N,300
402646,N,285
402933,N,287
403215,N,282
403509,N,294
403804,N,295
404100,N,296
404403,N,303
404697,N,294
404980,N,283
405255,N,275
405543,N,288
405836,N,293
406131,N,295
406425,N,294
406715,N,290
407005,N,290
407288,N,283
407559,N,271
407849,N,290
408151,N,302
408452,N,301
408746,N,294
409030,N,284
409314,N,284
409597,N,283
409881,N,284
410177,N,296
410477,N,300
410781,N,304
411071,N,290
411352,N,281
411632,N,280
411915,N,283
412206,N,291
412512,N,306
412816,N,304
413109,N,293
413402,N,293
413692,N,290
413969,N,277
414249,N,280
414541,N,292
414847,N,306
415143,N,296
415430,N,287
415703,N,273
415994,N,291
416275,N,281
416555,N,280
416849,N,294
417152,N,303
417445,N,293
417728,N,283
418006,N,278
418283,N,277
418577,N,294
418866,N,289
419155,N,289
419453,N,298
419745,N,292
420022,N,277
420302,N,280
420583,N,281
420873,N,290
421173,N,300
421474,N,301
421766,N,292
421994,A,228
422320,N,326
422603,N,283
422818,A,215
423164,N,346
423462,N,298
423767,N,305
424064,N,297
424339,N,275
424616,N,277
424893,N,277
425188,N,295
425491,N,303
425788,N,297
426078,N,290
426380,N,302
426661,N,281
426938,N,277
427225,N,287
427523,N,298
427827,N,304
428129,N,302
428413,N,284
428698,N,285
428992,N,294
429276,N,284
429558,N,282
429867,N,309
430165,N,298
430470,N,305
430754,N,284
431034,N,280
431315,N,281
431615,N,300
431910,N,295
432209,N,299
432509,N,300
432799,N,290
433082,N,283
433364,N,282
433648,N,284
433841,A,193
434211,N,370
434513,N,302
434810,N,297
435096,N,286
435370,N,274
435658,N,288
435951,N,293
436149,A,198
436512,N,363
436819,N,307
437118,N,299
437400,N,282
437682,N,282
437965,N,283
438268,N,303
438570,N,302
438865,N,295
439158,N,293
439454,N,296
439740,N,286
440022,N,282
440312,N,290
440622,N,310
440934,N,312
441230,N,296
441518,N,288
441814,N,296
442109,N,295
442406,N,297
442623,A,217
442992,N,369
443304,N,312
443606,N,302
443888,N,282
444175,N,287
444473,N,298
444705,A,232
445060,N,355
445362,N,302
445658,N,296
445948,N,290
446226,N,278
446507,N,281
446800,N,293
447104,N,304
447402,N,298
447695,N,293
447980,N,285
448264,N,284
448548,N,284
448834,N,286
449137,N,303
449441,N,304
449748,N,307
450038,N,290
450325,N,287
450607,N,282
450895,N,288
451193,N,298
451501,N,308
451805,N,304
452101,N,296
452390,N,289
452678,N,288
452959,N,281
453250,N,291
453545,N,295
453852,N,307
454154,N,302
454444,N,290
454651,A,207
454997,N,346
455293,N,296
455588,N,295
455888,N,300
456189,N,301
456487,N,298
456771,N,284
457045,N,274
457333,N,288
457634,N,301
457937,N,303
458168,A,231
458524,N,356
458816,N,292
459103,N,287
459380,N,277
459664,N,284
459966,N,302
460275,N,309
460571,N,296
460858,N,287
461148,N,290
461433,N,285
461721,N,288
462014,N,293
462314,N,300
462621,N,307
462919,N,298
463197,N,278
463481,N,284
463765,N,284
464049,N,284
464361,N,312
464664,N,303
464960,N,296
465257,N,297
465538,N,281
465820,N,282
466104,N,284
466404,N,300
466707,N,303
467010,N,303
467308,N,298
467589,N,281
467878,N,289
468164,N,286
468459,N,295
468762,N,303
469065,N,303
469363,N,298
469660,N,297
469942,N,282
470230,N,288
470530,N,300
470837,N,307
471139,N,302
471444,N,305
471727,N,283
472019,N,292
472304,N,285
472589,N,285
472887,N,298
473201,N,314
473498,N,297
473792,N,294
474074,N,282
474362,N,288
474652,N,290
474942,N,290
475237,N,295
475547,N,310
475851,N,304
476136,N,285
476417,N,281
476705,N,288
477000,N,295
477307,N,307
477604,N,297
477898,N,294
478195,N,297
478480,N,285
478757,N,277
479040,N,283
479332,N,292
479633,N,301
479931,N,298
480218,N,287
480494,N,276
480779,N,285
481057,N,278
481340,N,283
481641,N,301
481941,N,300
482239,N,298
482525,N,286
482801,N,276
483071,N,270
483350,N,279
483634,N,284
483930,N,296
484220,N,290
484507,N,287
484786,N,279
485073,N,287
485352,N,279
485641,N,289
485939,N,298
486253,N,314
486556,N,303
486844,N,288
487129,N,285
487423,N,294
487719,N,296
488018,N,299
488320,N,302
488635,N,315
488931,N,296
489214,N,283
489497,N,283
489788,N,291
490090,N,302
490393,N,303
490695,N,302
490994,N,299
491287,N,293
491570,N,283
491850,N,280
492145,N,295
492445,N,300
492750,N,305
493046,N,296
493340,N,294
493623,N,283
493914,N,291
494199,N,285
494491,N,292
494789,N,298
495085,N,296
495370,N,285
495649,N,279
495924,N,275
496201,N,277
496499,N,298
496712,A,213
497074,N,362
497376,N,302
497664,N,288
497945,N,281
498230,N,285
498517,N,287
498812,N,295
499114,N,302
499417,N,303
499701,N,284
499987,N,286
500268,N,281
500549,N,281
500847,N,298
501145,N,298
501448,N,303
501745,N,297
502039,N,294
502316,N,277
502601,N,285
502888,N,287
503191,N,303
503496,N,305
503794,N,298
504080,N,286
504372,N,292
504654,N,282
504936,N,282
505227,N,291
505528,N,301
505830,N,302
506125,N,295
506398,N,273
506679,N,281
506969,N,290
507256,N,287
507552,N,296
507855,N,303
508159,N,304
508455,N,296
508744,N,289
509019,N,275
509319,N,300
509623,N,304
509923,N,300
510220,N,297
510520,N,300
510804,N,284
511093,N,289
511371,N,278
511660,N,289
511970,N,310
512277,N,307
512567,N,290
512851,N,284
513135,N,284
513424,N,289
513719,N,295
514014,N,295
514318,N,304
514628,N,310
514919,N,291
515194,N,275
515476,N,282
515762,N,286
516065,N,303
516371,N,306
516667,N,296
516970,N,303
517266,N,296
517553,N,287
517832,N,279
518127,N,295
518426,N,299
518734,N,308
519028,N,294
519307,N,279
519594,N,287
519882,N,288
520149,N,267
520463,N,314
520768,N,305
520982,A,214
521342,N,360
521627,N,285
521913,N,286
522209,N,296
522511,N,302
522815,N,304
523116,N,301
523416,N,300
523708,N,292
523999,N,291
524279,N,280
524577,N,298
524890,N,313
525198,N,308
525492,N,294
525780,N,288
526064,N,284
526355,N,291
526646,N,291
526941,N,295
527243,N,302
527549,N,306
527838,N,289
528118,N,280
528402,N,284
528689,N,287
528991,N,302
529293,N,302
529599,N,306
529897,N,298
530191,N,294
530471,N,280
530762,N,291
531057,N,295
531358,N,301
531668,N,310
531967,N,299
532257,N,290
532544,N,287
532828,N,284
533121,N,293
533416,N,295
533719,N,303
534012,N,293
534307,N,295
534592,N,285
534873,N,281
535161,N,288
535459,N,298
535768,N,309
536067,N,299
536364,N,297
536644,N,280
536930,N,286
537212,N,282
537505,N,293
537810,N,305
538115,N,305
538421,N,306
538707,N,286
538993,N,286
539278,N,285
539575,N,297
539874,N,299
540172,N,298
540472,N,300
540768,N,296
541052,N,284
541334,N,282
541616,N,282
541916,N,300
542226,N,310
542529,N,303
542825,N,296
543116,N,291
543407,N,291
543689,N,282
543983,N,294
544285,N,302
544590,N,305
544895,N,305
545182,N,287
545455,N,273
545741,N,286
546022,N,281
546306,N,284
546599,N,293
546792,V,193
547199,N,407
547482,N,283
547758,N,276
548032,N,274
548334,N,302
548632,N,298
548926,N,294
549217,N,291
549502,N,285
549784,N,282
550070,N,286
550348,N,278
550639,N,291
550952,N,313
551253,N,301
551532,N,279
551815,N,283
552096,N,281
552385,N,289
552680,N,295
552974,N,294
553282,N,308
553588,N,306
553876,N,288
554154,N,278
554439,N,285
554723,N,284
555026,N,303
555323,N,297
555613,N,290
555914,N,301
556203,N,289
556486,N,283
556765,N,279
557056,N,291
557361,N,305
557667,N,306
557962,N,295
558238,N,276
558527,N,289
558813,N,286
559102,N,289
559395,N,293
559695,N,300
559997,N,302
560295,N,298
560576,N,281
560846,N,270
561141,N,295
561435,N,294
561732,N,297
562019,N,287
562308,N,289
562591,N,283
562812,A,221
563141,N,329
563423,N,282
563731,N,308
564030,N,299
564320,N,290
564601,N,281
564883,N,282
565164,N,281
565452,N,288
565741,N,289
566041,N,300
566259,A,218
566615,N,356
566899,N,284
567185,N,286
567379,A,194
567721,N,342
568027,N,306
568326,N,299
568624,N,298
568919,N,295
569204,N,285
569482,N,278
569762,N,280
570058,N,296
570366,N,308
570668,N,302
570957,N,289
571246,N,289
571538,N,292
571831,N,293
572122,N,291
572428,N,306
