Rpeaks,type,sampling_rate
95199,N,330
95528,N,329
95864,N,336
96227,N,363
96589,N,362
96941,N,352
97284,N,343
97612,N,328
97950,N,338
98290,N,340
98647,N,357
99012,N,365
99358,N,346
99692,N,334
100016,N,324
100361,N,345
100722,N,361
101086,N,364
101426,N,340
101771,N,345
102113,N,342
102456,N,343
102825,N,369
103197,N,372
103555,N,358
103881,N,326
104210,N,329
104548,N,338
104883,N,335
105199,N,316
105532,N,333
105852,N,320
106182,N,330
106505,N,323
106842,N,337
107208,N,366
107567,N,359
107918,N,351
108253,N,335
108574,N,321
108918,N,344
109274,N,356
109634,N,360
109998,N,364
110346,N,348
110691,N,345
111047,N,356
111410,N,363
111791,N,381
112165,N,374
112522,N,357
112880,N,358
113245,N,365
113615,N,370
113985,N,370
114354,N,369
114681,|,327
114705,Q,24
115062,N,357
115124,~,62
115478,~,354
115742,N,264
116091,N,349
116436,N,345
116769,N,333
117098,N,329
117433,N,335
117779,N,346
118144,N,365
118512,N,368
118853,N,341
119177,N,324
119512,N,335
119845,N,333
120171,N,326
120502,N,331
120823,N,321
121148,N,325
121458,N,310
121760,N,302
122091,N,331
122446,N,355
122802,N,356
123145,N,343
123475,N,330
123823,N,348
124179,N,356
124536,N,357
124893,N,357
125233,N,340
125563,N,330
125889,N,326
126227,N,338
126592,N,365
126953,N,361
127298,N,345
127636,N,338
127968,N,332
128290,N,322
128631,N,341
128985,N,354
129352,N,367
129694,N,342
130007,N,313
130333,N,326
130649,N,316
130989,N,340
131319,N,330
131647,N,328
131957,N,310
132266,N,309
132576,N,310
132911,N,335
133273,N,362
133649,N,376
134018,N,369
134365,N,347
134721,N,356
135105,N,384
135299,A,194
135725,N,426
136087,N,362
136434,N,347
136785,N,351
137137,N,352
137507,N,370
137887,N,380
138232,N,345
138581,N,349
138934,N,353
139310,N,376
139689,N,379
140063,N,374
140433,N,370
140775,N,342
141126,N,351
141494,N,368
141873,N,379
142251,N,378
142610,N,359
142948,N,338
143307,N,359
143680,N,373
144060,N,380
144440,N,380
144808,N,368
145156,N,348
145507,N,351
145878,N,371
146249,N,371
146604,N,355
146961,N,357
147315,N,354
147671,N,356
148051,N,380
148435,N,384
148811,N,376
149166,N,355
149521,N,355
149881,N,360
150259,N,378
150649,N,390
151012,N,363
151367,N,355
151729,N,362
152092,N,363
152470,N,378
152861,N,391
153243,N,382
153598,N,355
153960,N,362
154344,N,384
154722,N,378
155101,N,379
155477,N,376
155837,N,360
156187,N,350
156555,N,368
156944,N,389
157323,N,379
157672,N,349
158028,N,356
158385,N,357
158755,N,370
159118,N,363
159489,N,371
159866,N,377
160216,N,350
160573,N,357
160951,N,378
161334,N,383
161717,N,383
162087,N,370
162455,N,368
162819,N,364
163204,N,385
163595,N,391
163972,N,377
164333,N,361
164692,N,359
165053,N,361
165441,N,388
165832,N,391
166203,N,371
166558,N,355
166920,N,362
167293,N,373
167654,N,361
168030,N,376
168389,N,359
168728,N,339
169053,N,325
169391,N,338
169764,N,373
170128,N,364
170481,N,353
170844,N,363
171192,N,348
171538,N,346
171902,N,364
172272,N,370
172645,N,373
172991,N,346
173329,N,338
173700,N,371
174087,N,387
174455,N,368
174833,N,378
175192,N,359
175545,N,353
175914,N,369
176286,N,372
176664,N,378
177032,N,368
177378,N,346
177697,N,319
178030,N,333
178388,N,358
178752,N,364
179130,N,378
179490,N,360
179836,N,346
180214,N,378
180597,N,383
180975,N,378
181342,N,367
181691,N,349
182042,N,351
182387,N,345
182733,N,346
183074,N,341
183425,N,351
183767,N,342
184105,N,338
184448,N,343
184806,N,358
185157,N,351
185494,N,337
185822,N,328
186153,N,331
186490,N,337
186846,N,356
187206,N,360
187570,N,364
187895,N,325
188208,N,313
188530,N,322
188860,N,330
189211,N,351
189561,N,350
189900,N,339
190236,N,336
190563,N,327
190882,N,319
191226,N,344
191580,N,354
191936,N,356
192263,N,327
192586,N,323
192918,N,332
193257,N,339
193605,N,348
193949,N,344
194285,N,336
194622,N,337
194953,N,331
195285,N,332
195636,N,351
196004,N,368
196365,N,361
196702,N,337
197045,N,343
197391,N,346
197734,N,343
198083,N,349
198433,N,350
198780,N,347
199117,N,337
199457,N,340
199810,N,353
200168,N,358
200524,N,356
200870,N,346
201213,N,343
201550,N,337
201895,N,345
202242,N,347
202598,N,356
202960,N,362
203309,N,349
203648,N,339
203997,N,349
204344,N,347
204689,N,345
205033,N,344
205365,N,332
205697,N,332
206047,N,350
206419,N,372
206785,N,366
207160,N,375
207520,N,360
207879,N,359
208235,N,356
208623,N,388
209015,N,392
209377,N,362
209746,N,369
210109,N,363
210473,N,364
210848,N,375
211239,N,391
211621,N,382
211976,N,355
212351,N,375
212726,N,375
213095,N,369
213462,N,367
213813,N,351
214152,N,339
214496,N,344
214847,N,351
215234,N,387
215567,A,333
215981,N,414
216337,N,356
216689,N,352
217038,N,349
217389,N,351
217719,N,330
218060,N,341
218391,N,331
218712,N,321
219066,N,354
219442,N,376
219819,N,377
220183,N,364
220549,N,366
220916,N,367
221281,N,365
221668,N,387
222038,N,370
222388,N,350
222729,N,341
223064,N,335
223417,N,353
223782,N,365
224136,N,354
224485,N,349
224826,N,341
225171,N,345
225515,N,344
225889,N,374
226266,N,377
226634,N,368
226996,N,362
227350,N,354
227704,N,354
228086,N,382
228466,N,380
228826,N,360
229191,N,365
229550,N,359
229900,N,350
230272,N,372
230660,N,388
231032,N,372
231373,N,341
231734,N,361
232104,N,370
232476,N,372
232853,N,377
233228,N,375
233593,N,365
233939,N,346
234309,N,370
234705,N,396
235084,N,379
235452,N,368
235812,N,360
236174,N,362
236543,N,369
236936,N,393
237325,N,389
237680,N,355
238027,N,347
238382,N,355
238734,N,352
239108,N,374
239482,N,374
239829,N,347
240176,N,347
240536,N,360
240904,N,368
241281,N,377
241663,N,382
242035,N,372
242385,N,350
242751,N,366
243139,N,388
243527,N,388
243902,N,375
244268,N,366
244639,N,371
244994,N,355
245374,N,380
245769,N,395
246139,N,370
246488,N,349
246844,N,356
247224,N,380
247598,N,374
247975,N,377
248351,N,376
248707,N,356
249045,N,338
249406,N,361
249782,N,376
250145,N,363
250507,N,362
250852,N,345
251203,N,351
251550,N,347
251919,N,369
252299,N,380
252660,N,361
253018,N,358
253374,N,356
253744,N,370
254123,N,379
254501,N,378
254873,N,372
255220,N,347
255586,N,366
255962,N,376
256342,N,380
256732,N,390
257109,N,377
257458,N,349
257823,N,365
258207,N,384
258585,N,378
258958,N,373
259325,N,367
259682,N,357
260022,N,340
260376,N,354
260752,N,376
261126,N,374
261478,N,352
261827,N,349
262186,N,359
262549,N,363
262922,N,373
263297,N,375
263646,N,349
264002,N,356
264356,N,354
264714,N,358
265097,N,383
265470,N,373
265817,N,347
266167,N,350
266533,N,366
266899,N,366
267268,N,369
267637,N,369
267998,N,361
268346,N,348
268694,N,348
269071,N,377
269452,N,381
269814,N,362
270171,N,357
270535,N,364
270887,N,352
271259,N,372
271643,N,384
272006,N,363
272361,N,355
272714,N,353
273077,N,363
273448,N,371
273821,N,373
274190,N,369
274538,N,348
274895,N,357
275261,N,366
275621,N,360
276002,N,381
276378,N,376
276725,N,347
277069,N,344
277433,N,364
277818,N,385
278180,N,362
278539,N,359
278906,N,367
279255,N,349
279604,N,349
279983,N,379
280373,N,390
280734,N,361
281089,N,355
281454,N,365
281821,N,367
282192,N,371
282574,N,382
282944,N,370
283296,N,352
283658,N,362
284022,N,364
284406,N,384
284778,N,372
285147,N,369
285501,N,354
285850,N,349
286222,N,372
286598,N,376
286965,N,367
287326,N,361
287680,N,354
288032,N,352
288394,N,362
288785,N,391
289149,N,364
289506,N,357
289868,N,362
290214,N,346
290574,N,360
290953,N,379
291318,N,365
291673,N,355
292025,N,352
292374,N,349
292739,N,365
293117,N,378
293493,N,376
293844,N,351
294195,N,351
294552,N,357
294909,N,357
295270,N,361
295638,N,368
295989,N,351
296335,N,346
296687,N,352
297070,N,383
297445,N,375
297807,N,362
298183,N,376
298538,N,355
298892,N,354
299267,N,375
299625,N,358
299989,N,364
300325,N,336
300639,N,314
300970,N,331
301301,N,331
301657,N,356
302025,N,368
302393,N,368
302745,N,352
303101,N,356
303473,N,372
303862,N,389
304239,N,377
304611,N,372
304977,N,366
305338,N,361
305705,N,367
306081,N,376
306471,N,390
306832,N,361
307189,N,357
307544,N,355
307908,N,364
308294,Q,386
308637,N,343
308980,N,343
309327,N,347
309668,N,341
310028,N,360
310407,N,379
310785,N,378
311133,N,348
311477,N,344
311824,N,347
312172,N,348
312539,N,367
312905,N,366
313248,N,343
313594,N,346
313943,N,349
314287,N,344
314650,N,363
314986,N,336
315305,N,319
315612,N,307
315923,N,311
316234,N,311
316564,N,330
316902,N,338
317232,N,330
317585,N,353
317928,N,343
318279,N,351
318636,N,357
319018,N,382
319400,N,382
319760,N,360
320107,N,347
320468,N,361
320838,N,370
321220,N,382
321584,N,364
321949,N,365
322301,N,352
322648,N,347
323014,N,366
323392,N,378
323761,N,369
324112,N,351
324455,N,343
324815,N,360
325182,N,367
325547,N,365
325912,N,365
326257,N,345
326571,N,314
326884,N,313
327202,N,318
327555,N,353
327916,N,361
328268,N,352
328618,N,350
328973,N,355
329339,N,366
329721,N,382
330090,N,369
330465,N,375
330826,N,361
331197,N,371
331574,N,377
331952,N,378
332321,N,369
332688,N,367
333051,N,363
333405,N,354
333742,N,337
334110,N,368
334457,N,347
334785,N,328
335095,N,310
335399,N,304
335709,N,310
336019,N,310
336345,N,326
336669,N,324
336994,N,325
337310,N,316
337624,N,314
337951,N,327
338300,N,349
338660,N,360
339015,N,355
339361,N,346
339724,N,363
340072,N,348
340434,N,362
340785,N,351
341115,N,330
341442,N,327
341773,N,331
342124,N,351
342506,N,382
342888,N,382
343268,N,380
343635,N,367
344007,N,372
344378,N,371
344746,N,368
345124,N,378
345487,N,363
345827,N,340
346154,N,327
346497,N,343
346860,N,363
347205,N,345
347527,N,322
347857,N,330
348190,N,333
348520,N,330
348868,N,348
349228,N,360
349593,N,365
349930,N,337
350239,N,309
350538,N,299
350842,N,304
351149,N,307
351455,N,306
351779,N,324
352101,N,322
352441,N,340
352786,N,345
353151,N,365
353534,N,383
353898,N,364
354250,N,352
354580,N,330
354909,N,329
355232,N,323
355573,N,341
355930,N,357
356292,N,362
356646,N,354
356994,N,348
357360,N,366
357744,N,384
358129,N,385
358498,N,369
358862,N,364
359220,N,358
359579,N,359
359959,N,380
360333,N,374
360700,N,367
361031,N,331
361361,N,330
361717,N,356
362057,N,340
362408,N,351
362743,N,335
363048,N,305
363346,N,298
363642,N,296
363938,N,296
364267,N,329
364619,N,352
364954,N,335
365270,N,316
365582,N,312
365913,N,331
366275,N,362
366653,N,378
367036,N,383
367413,N,377
367782,N,369
368156,N,374
368549,N,393
368944,N,395
369317,N,373
369656,N,339
370013,N,357
370370,N,357
370728,N,358
371092,N,364
371450,N,358
371803,N,353
372148,N,345
372501,N,353
372878,N,377
373238,N,360
373594,N,356
373943,N,349
374300,N,357
374661,N,361
375032,N,371
375413,N,381
375773,N,360
376122,N,349
376474,N,352
376836,N,362
377205,N,369
377567,N,362
377925,N,358
378285,N,360
378624,N,339
378972,N,348
379345,N,373
379720,N,375
380074,N,354
380414,N,340
380756,N,342
381119,N,363
381465,N,346
381795,N,330
382141,N,346
382468,N,327
382796,N,328
383121,N,325
383468,N,347
383844,N,376
384196,N,352
384547,N,351
384894,N,347
385244,N,350
385605,N,361
385980,N,375
386357,N,377
386715,N,358
387068,N,353
387421,N,353
387767,N,346
388135,N,368
388475,N,340
388796,N,321
389107,N,311
389432,N,325
389769,N,337
390117,N,348
390466,N,349
390823,N,357
391175,N,352
391523,N,348
391875,N,352
392254,N,379
392627,N,373
392980,N,353
393321,N,341
393673,N,352
394029,N,356
394391,N,362
394773,N,382
395129,N,356
395458,N,329
395801,N,343
396151,N,350
396525,N,374
396897,N,372
397267,N,370
397622,N,355
397965,N,343
398314,N,349
398682,N,368
399045,N,363
399411,N,366
399764,N,353
400112,N,348
400450,N,338
400801,N,351
401147,N,346
401490,N,343
401828,N,338
402177,N,349
402534,N,357
402897,N,363
403282,N,385
403660,N,378
404030,N,370
404381,N,351
404750,N,369
405129,N,379
405501,N,372
405885,N,384
406249,N,364
406605,N,356
406957,N,352
407339,N,382
407727,N,388
408088,N,361
408451,N,363
408807,N,356
409155,N,348
409529,N,374
409910,N,381
410279,N,369
410630,N,351
410980,N,350
411331,N,351
411707,N,376
412079,N,372
412439,N,360
412792,N,353
413149,N,357
413498,N,349
413863,N,365
414254,N,391
414615,N,361
414961,N,346
415317,N,356
415669,N,352
416041,N,372
416410,N,369
416769,N,359
417123,N,354
417469,N,346
417816,N,347
418183,N,367
418563,N,380
418916,N,353
419265,N,349
419621,N,356
419970,N,349
420341,N,371
420699,N,358
421066,N,367
421420,N,354
421761,N,341
422113,N,352
422482,N,369
422859,N,377
423215,N,356
423553,N,338
423890,N,337
424229,N,339
424560,N,331
424893,N,333
425240,N,347
425583,N,343
425920,N,337
426265,N,345
426620,N,355
427004,N,384
427378,N,374
427734,N,356
428093,N,359
428437,N,344
428796,N,359
429173,N,377
429554,N,381
429908,N,354
430258,N,350
430623,N,365
430983,N,360
431354,N,371
431723,N,369
432069,N,346
432416,N,347
432756,N,340
433091,N,335
433453,N,362
433815,N,362
434163,N,348
434498,N,335
434851,N,353
435217,N,366
435584,N,367
435957,N,373
436331,N,374
436675,N,344
437018,N,343
437384,N,366
437767,N,383
438134,N,367
438481,N,347
438829,N,348
439175,N,346
439525,N,350
439877,N,352
440232,N,355
440583,N,351
440925,N,342
441254,N,329
441604,N,350
441953,N,349
442311,N,358
442650,N,339
442967,N,317
443289,N,322
443607,N,318
443939,N,332
444298,N,359
444646,N,348
444975,N,329
445306,N,331
445642,N,336
445996,N,354
446349,N,353
446713,N,364
447074,N,361
447418,N,344
447757,N,339
448111,N,354
448462,N,351
448826,N,364
449181,N,355
449515,N,334
449863,N,348
450212,N,349
450555,N,343
450909,N,354
451253,N,344
451598,N,345
451939,N,341
452282,N,343
452643,N,361
452999,N,356
453352,N,353
453694,N,342
454029,N,335
454377,N,348
454718,N,341
455085,N,367
455451,N,366
455801,N,350
456133,N,332
456469,N,336
456816,N,347
457175,N,359
457518,N,343
457861,N,343
458210,N,349
458545,N,335
458887,N,342
459251,N,364
459602,N,351
459960,N,358
460305,N,345
460628,N,323
460979,N,351
461330,N,351
461673,N,343
462019,N,346
462356,N,337
462691,N,335
463023,N,332
463379,N,356
463759,N,380
464115,N,356
464466,N,351
464800,N,334
465147,N,347
465501,N,354
465865,N,364
466219,N,354
466556,N,337
466879,N,323
467207,N,328
467554,N,347
467904,N,350
468264,N,360
468610,N,346
468932,N,322
469271,N,339
469613,N,342
469963,N,350
470328,N,365
470681,N,353
471032,N,351
471371,N,339
471713,N,342
472076,N,363
472438,N,362
472798,N,360
473149,N,351
473502,N,353
473856,N,354
474196,N,340
474556,N,360
474918,N,362
475262,N,344
475590,N,328
475929,N,339
476292,N,363
476652,N,360
477021,N,369
477370,N,349
477713,N,343
478041,N,328
478386,N,345
478748,N,362
479116,N,368
479462,N,346
479807,N,345
480161,N,354
480518,N,357
480874,N,356
481250,N,376
481612,N,362
481947,N,335
482286,N,339
482627,N,341
482997,N,370
483342,N,345
483690,N,348
484031,N,341
484362,N,331
484703,N,341
485046,N,343
485406,N,360
485771,N,365
486125,N,354
486475,N,350
486836,N,361
487213,N,377
487596,N,383
487954,N,358
488304,N,350
488654,N,350
489005,N,351
489361,N,356
489719,N,358
490084,N,365
490432,N,348
490762,N,330
491102,N,340
491457,N,355
491814,N,357
492165,N,351
492495,N,330
492820,N,325
493147,N,327
493480,N,333
493820,N,340
494173,N,353
494511,N,338
494839,N,328
495168,N,329
495504,N,336
495853,N,349
496214,N,361
496575,N,361
496924,N,349
497243,N,319
497569,N,326
497902,N,333
498241,N,339
498575,N,334
498890,N,315
499190,N,300
499509,N,319
499820,N,311
500137,N,317
500463,N,326
500790,N,327
501117,N,327
501438,N,321
501761,N,323
502080,N,319
502427,N,347
502771,N,344
503105,N,334
503420,N,315
503723,N,303
504044,N,321
504377,N,333
504722,N,345
505088,N,366
505437,N,349
505768,N,331
506086,N,318
506419,N,333
506767,N,348
507111,N,344
507444,N,333
507791,N,347
508133,N,342
508481,N,348
508849,N,368
509231,N,382
509607,N,376
509951,N,344
510301,N,350
510664,N,363
511036,N,372
511411,N,375
511771,N,360
512123,N,352
512468,N,345
512822,N,354
513190,N,368
513555,N,365
513910,N,355
514266,N,356
514613,N,347
514966,N,353
515333,N,367
515704,N,371
516083,N,379
516440,N,357
516790,N,350
517134,N,344
517503,N,369
517877,N,374
518234,N,357
518580,N,346
518932,N,352
519282,N,350
519643,N,361
520012,N,369
520384,N,372
520736,N,352
521078,N,342
521439,N,361
521812,N,373
522173,N,361
522538,N,365
522873,N,335
523219,N,346
523562,N,343
523914,N,352
524261,N,347
524617,N,356
524966,N,349
525313,N,347
525653,N,340
526021,N,368
526400,N,379
526768,N,368
527128,N,360
527483,N,355
527825,N,342
528158,N,333
528506,N,348
528873,N,367
529224,N,351
529578,N,354
529942,N,364
530311,N,369
530688,N,377
531066,N,378
531430,N,364
531777,N,347
532014,A,237
532473,N,459
532864,N,391
533236,N,372
533598,N,362
533954,N,356
534315,N,361
534686,N,371
535057,N,371
535419,N,362
535769,N,350
536117,N,348
536481,N,364
536872,N,391
537271,N,399
537657,N,386
538040,N,383
538400,N,360
538748,N,348
539124,N,376
539505,N,381
539876,N,371
540217,N,341
540569,N,352
540936,N,367
541305,N,369
541665,N,360
542032,N,367
542397,N,365
542740,N,343
543086,N,346
543467,N,381
543847,N,380
544204,N,357
544556,N,352
544915,N,359
545285,N,370
545656,N,371
546035,N,379
546413,N,378
546756,N,343
547096,N,340
547455,N,359
547837,N,382
548210,N,373
548575,N,365
548942,N,367
549304,N,362
549662,N,358
550048,N,386
550432,N,384
550798,N,366
551142,N,344
551484,N,342
551842,N,358
552204,N,362
552571,N,367
552931,N,360
553272,N,341
553625,N,353
553987,N,362
554355,N,368
554725,N,370
555091,N,366
555438,N,347
555773,N,335
556137,N,364
556511,N,374
556872,N,361
557232,N,360
557592,N,360
557943,N,351
558297,N,354
558674,N,377
559054,N,380
559406,N,352
559749,N,343
560112,N,363
560470,N,358
560836,N,366
561210,N,374
561561,N,351
561883,N,322
562190,N,307
562516,N,326
562884,N,368
563256,N,372
563612,N,356
563967,N,355
564331,N,364
564686,N,355
565051,N,365
565437,N,386
565819,N,382
566168,N,349
566526,N,358
566897,N,371
567275,N,378
567646,N,371
568016,N,370
568385,N,369
568731,N,346
569085,N,354
569465,N,380
569844,N,379
570199,N,355
570549,N,350
570909,N,360
571273,N,364
571631,N,358
572003,N,372
572369,N,366
572720,N,351
573059,N,339
573415,N,356
573802,N,387
574172,N,370
574529,N,357
574879,N,350
575217,N,338
575558,N,341
575911,N,353
576277,N,366
576642,N,365
576984,N,342
577332,N,348
577695,N,363
578078,N,383
578462,N,384
578831,N,369
579193,N,362
579550,N,357
579895,N,345
580267,N,372
580648,N,381
581023,N,375
581380,N,357
581737,N,357
582109,N,372
582487,N,378
582861,N,374
583231,N,370
583586,N,355
583950,N,364
584307,N,357
584682,N,375
585061,N,379
585417,N,356
585760,N,343
586108,N,348
586479,N,371
586853,N,374
587219,N,366
587589,N,370
587925,N,336
588269,N,344
588628,N,359
589007,N,379
589371,N,364
589727,N,356
590080,N,353
590436,N,356
590788,N,352
591158,N,370
591531,N,373
591870,N,339
592201,N,331
592533,N,332
592861,N,328
593205,N,344
593543,N,338
593877,N,334
594215,N,338
594551,N,336
594905,N,354
595263,N,358
595637,N,374
596014,N,377
596367,N,353
596717,N,350
597079,N,362
597466,N,387
597837,N,371
598206,N,369
598572,N,366
598911,N,339
599258,N,347
599625,N,367
599989,N,364
600348,N,359
600693,N,345
601042,N,349
601395,N,353
601762,N,367
602126,N,364
602483,N,357
602836,N,353
603172,N,336
603506,N,334
603864,N,358
604228,N,364
604572,N,344
604907,N,335
605249,N,342
605581,N,332
605936,N,355
606300,N,364
606674,N,374
607017,N,343
607352,N,335
607685,N,333
608015,N,330
608357,N,342
608711,N,354
609058,N,347
609397,N,339
609750,N,353
610113,N,363
610499,N,386
610880,N,381
611262,N,382
611616,N,354
611966,N,350
612339,N,373
612708,N,369
613067,N,359
613422,N,355
613774,N,352
614127,N,353
614489,N,362
614852,N,363
615229,N,377
615589,N,360
615934,N,345
616288,N,354
616655,N,367
617034,N,379
617392,N,358
617763,N,371
618119,N,356
618468,N,349
618824,N,356
619199,N,375
619583,N,384
619938,N,355
620282,N,344
620647,N,365
621010,N,363
621379,N,369
621750,N,371
622122,N,372
622459,N,337
622797,N,338
623161,N,364
623528,N,367
623871,N,343
624214,N,343
624552,N,338
624890,N,338
625228,N,338
625590,N,362
625971,N,381
626331,N,360
626674,N,343
627022,N,348
627373,N,351
627725,N,352
628081,N,356
628433,N,352
628784,N,351
629130,N,346
629484,N,354
629862,N,378
630244,N,382
630625,N,381
630982,N,357
631340,N,358
631695,N,355
632064,N,369
632444,N,380
632812,N,368
633172,N,360
633526,N,354
633889,N,363
634278,N,389
634648,N,370
635009,N,361
635365,N,356
635728,N,363
636099,N,371
636482,N,383
636856,N,374
637216,N,360
637555,N,339
637896,N,341
638239,N,343
638589,N,350
638918,N,329
639254,N,336
639594,N,340
639946,N,352
640287,N,341
640649,N,362
641024,N,375
641396,N,372
641737,N,341
642072,N,335
642437,N,365
642812,N,375
643177,N,365
643542,N,365
643900,N,358
644267,N,367
644629,N,362
645013,N,384
645395,N,382
645749,N,354
646099,N,350
646451,N,352
646821,N,370
647195,N,374
647569,N,374
647934,N,365
648291,N,357
648647,N,356
649004,N,357
649372,N,368
649751,N,379
